gene,name,human_log2FC,human_padj,rhesus_log2FC,rhesus_padj,rat_log2FC,rat_padj,mouse_log2FC,mouse_padj,divergence,TFBM,H3K4_length,TATA,CGI,DM_unst,DM_pIC4,DM_pIC2,DM_pIC8,cytokines_and_chemokines,cytokines_receptors,transcription_factors,kinases_and_phosphatases,dNdS_29M,gain_loss_rate_pval,age_PTHR7_wagner,cellular_PPIs,viral_PPIs,viral_immunomodulators_PPI
ENSG00000160124,CCDC58,-0.043410777218325,0.903118811244344,0.228553301216479,0.176418175855569,0.105824540683314,0.88148112902491,0.39976581283012,0.281000596407634,-2.72169508479376,507,3254,0,NA,-0.603053020115803,-0.468684244703673,-0.714129598831108,NA,0,0,0,0,NA,0.934,11,2,0,0
ENSG00000172466,ZNF24,-0.035320138170482,0.903118811244344,0.011730113706251,0.988361926209945,0.234018744088329,0.608749043024665,-0.324427973623535,0.537322293693416,-2.530297600827,372,2405,0,265,-0.137917414300837,0.295557042643097,0.345433647160409,-0.037456676085644,0,0,1,0,NA,0,5,41,0,0
ENSG00000165804,ZNF219,0.059571733842959,0.903118811244344,-0.352976835822172,0.079086221806092,0.847809846771422,0.000318227750567,0.508371612901726,0.075682544148316,-0.285500965685629,398,2365,0,123,NA,NA,NA,NA,0,0,1,0,0.11,0.913,6,26,0,0
ENSG00000243279,PRAF2,0.051935248943,0.903118811244344,-0.272699970729635,0.252184199930921,-0.099472481441296,0.921505859771376,0.005043737370276,1,-3.4091858664715,394,2381,0,324,0.022752973258983,-0.181108529035558,-0.112647242646313,-0.037076975985443,0,0,0,0,NA,0.709,NA,0,14,0
ENSG00000105323,HNRNPUL1,0.04276876689061,0.903118811244344,-0.295836726201885,0.098275726930125,0.028748847780274,0.993805241763182,-0.092724497789677,0.849660740199748,-3.18710251605998,506,3360,0,322,-0.26806675735888,0.070017957877673,0.015676827572011,-0.134880462671314,0,0,0,0,0.06,0.802,10,62,13,3
ENSG00000163159,VPS72,0.035350666762122,0.903118811244344,0.091873178833164,0.67775055840854,0.322244693748796,0.209517780178451,0.325304124686726,0.315237444496305,-2.6811323886077,286,1418,0,NA,-0.205831729741011,0.010084331647435,-0.076138545390064,-0.068319259404545,0,0,0,0,0.07,0.725,12,153,0,0
ENSG00000254402,LRRC24,0.129471200308363,0.903118811244344,-0.147410184385656,0.569899751360557,1.00089779940548,0.123353875153404,-0.176010555402366,0.838000239289162,-0.610584898505973,349,1515,0,400,NA,NA,NA,NA,0,0,0,0,NA,0,NA,147,0,0
ENSG00000197766,CFD,0.129489695137549,0.903620929573695,0.237628325857375,0.887280396024752,0.713575435376256,0.765843729509171,4.38504993448432,0.004441968488666,2.19384611992116,49,419,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,3,4,0,0
ENSG00000180176,TH,-0.589939404593828,0.903620929573695,0.275042198235519,1,0.012758385937642,1,0,1,-1.54211327206215,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0.06,0.964,0,5,1,0
ENSG00000134917,ADAMTS8,-0.306513066447967,0.903620929573695,-0.458305541522235,0.757974895676775,-0.394417535454454,0.350003210264961,-0.616671178727362,0.756018278353794,-3.40304957603512,393,1974,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,12,0,0,0
ENSG00000198832,SELM,0.059789676666446,0.903688634953653,0.273119019991502,0.787289439100335,-0.108091723369165,0.868968367394379,0.230363534092717,0.736103662122476,-2.97382760345533,97,616,0,400,-0.281217975378308,-0.31446488760563,-0.029349722814207,-0.065948350901182,0,0,0,0,0.22,0.014,9,2,0,0
ENSG00000012061,ERCC1,0.064770837995389,0.90391808777615,-0.028438698346068,0.96890771086357,-0.068526613929459,0.905715506640865,0.154417125155621,0.724311743215062,-4.18567133551813,342,2012,0,400,0.040733483652877,-0.168696071883761,0.332207050828682,0.090360549045288,0,0,0,0,0.19,0.764,14,56,1,0
ENSG00000170634,ACYP2,-0.054836298978651,0.904156402172513,-0.037058502389676,0.994041943868993,0.045772157745983,1,0.675704739815774,0.150434038286024,-1.32924824877294,288,1912,0,106,NA,NA,-0.181017742499064,0.002921876314022,0,0,0,0,0.15,0.91,15,3,0,0
ENSG00000127220,ABHD8,-0.072739781737885,0.904170318526027,-0.359660005873526,0.184112470385196,-0.405717080199059,0.197946406180782,-0.410209902247249,0.401023081420422,-2.85842329529808,387,1649,0,304,NA,NA,NA,NA,0,0,0,0,0.04,0.986,6,0,0,0
ENSG00000136122,BORA,-0.094926073595938,0.904333156189373,-0.399230923150987,0.026713807314163,0.353330785045582,0.594434230986524,0.38299271984058,0.672875223712434,-0.911574659584592,499,3806,0,400,0.315516659247066,-0.00802752302967,-0.129693393555562,NA,0,0,0,0,0.3,0.996,9,7,0,0
ENSG00000131876,SNRPA1,-0.050925442988565,0.904333156189373,0.127968323238185,0.494989677849971,0.026193504831474,0.998085881784671,0.226086559150276,0.679480728958156,-3.66254639927711,588,3870,0,400,-0.166625124295293,-0.102072460010646,0.027988617126274,0.00066946689807,0,0,0,0,0.02,0.809,14,303,0,0
ENSG00000020426,MNAT1,-0.031099536465601,0.904333156189373,-0.227708816735921,0.162932175392434,-0.039591398078207,0.987477708033233,-0.035369867333668,0.98727108328426,-4.01083856805336,416,3195,0,NA,-0.163431552681233,-0.221119767194323,-0.189441408276102,-0.246240639108316,0,0,0,0,0.04,0.86,13,131,6,0
ENSG00000187094,CCK,-0.320199940588536,0.904333156189373,-0.490981326744516,0.769240749410179,2.68460240648605,0.811755254230947,-0.206795864298007,0.925718121957903,1.56896955607071,33,246,0,400,NA,NA,NA,NA,0,0,0,0,0.18,0.661,9,20,0,0
ENSG00000160606,TLCD1,0.052007826135399,0.904333156189373,0.262807476726905,0.464178195201957,-0.013214669265069,1,0.020357463649766,1,-3.3507945665788,1024,4697,0,400,NA,NA,NA,NA,0,0,0,0,0.14,0.508,7,1,0,0
ENSG00000103415,HMOX2,-0.03507868660208,0.904333156189373,0.345297981403439,0.11140859047055,-0.041321835277415,0.959709292965216,-0.154360338698332,0.811717449800926,-2.26963300366894,350,2012,0,NA,-0.002011513192763,-0.254682376220265,-0.054564271471671,-0.217911660791501,0,0,0,0,0.16,0.796,10,4,5,0
ENSG00000106236,NPTX2,-0.347186971297808,0.904333156189373,0.020416093803998,1,0.123391679103031,0.971445423795978,1.37596323517369,0.031695542460294,0.230874177656785,602,3184,0,400,0.146917582785876,0.081680906512128,0.133164481622178,-0.064023084680348,0,0,0,0,0.05,0,9,1,0,0
ENSG00000172733,PURG,-0.222170929264455,0.904333156189373,0.126763195874521,0.916713725807063,-0.530239508602631,0.295168706128338,-0.239081405084263,0.73820012556915,-1.80076937756118,668,3516,0,400,NA,NA,NA,NA,0,0,0,0,0.14,0.179,9,1,0,0
ENSG00000145358,DDIT4L,-0.194457873817894,0.904333156189373,-0.200258031055058,0.881568856292425,-1.12220093845535,0.22280772223778,-0.134948237585408,0.914743602429065,-0.844846800780075,419,2590,0,NA,NA,NA,NA,NA,0,0,0,0,0.15,0.749,10,4,0,0
ENSG00000165197,VEGFD,0.584031602301155,0.904333156189373,-1.40782093344126,0.237815482964242,-0.164925974779491,0.660437735229827,0.340859933504147,0.711786766604829,0.266728298484626,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0.21,0.999,9,3,0,0
ENSG00000162972,C2orf47,-0.042618943220763,0.904386267246963,0.155388282866525,0.478233821594986,0.194331807211288,0.674640355732238,0.48608675662001,0.140353007870289,-2.19249052958102,452,4176,0,372,-0.123767733241999,0.007704838689731,0.018032748540263,-0.088400502977883,0,0,0,0,0.34,0.548,8,1,2,0
ENSG00000184702,Sep-05,0.093170413710996,0.904996543784151,-0.365032498650125,0.287351423539225,0.27771437989093,0.544184298073213,-0.241829159987271,0.813507262702357,-1.940403683367,391,1947,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,3,72,0,0
ENSG00000130005,GAMT,0.051387470110853,0.904996543784151,0.058692482382289,0.865404125889233,0.01640824909872,1,-0.298322901881047,0.593546782802824,-2.7615742798674,414,1921,0,342,-0.035933146353236,-0.256790911414651,0.026845771107926,NA,0,0,0,0,0.08,0.637,11,7,0,0
ENSG00000176022,B3GALT6,-0.049354967655823,0.905374223282267,0.522223808596893,0.018797821455904,-0.313635995916132,0.470944980598026,-0.216766199158634,0.762023378587249,-1.0916574099818,581,3075,0,400,NA,0.431747785899024,0.082225789273598,-0.087483429855398,0,0,0,0,0.05,0.533,12,2,0,0
ENSG00000196497,IPO4,-0.173935766128329,0.905374223282267,-0.066209694854415,0.766963074311143,0.030702003879164,0.992694595510109,-0.080111092567855,0.883644616054154,-4.19530124745486,334,2206,0,151,0.233956768974398,0.251745037908353,-0.119459933988005,0.333906397371546,0,0,0,0,NA,0.699,5,232,3,0
ENSG00000122335,SERAC1,0.045461251846675,0.905374223282267,-0.430578652921862,0.019211627477079,0.443671668334933,0.432318868673366,-0.050941421727677,0.983169762205991,-1.31276228216228,419,2559,0,247,NA,-0.165945759839826,NA,NA,0,0,0,0,0.14,0.889,12,1,0,0
ENSG00000073536,NLE1,-0.042661412402957,0.905374223282267,0.481315481110471,0.001052352809059,0.275201414469554,0.660812403313826,0.503934814139654,0.154404713698898,-2.20093402673262,477,2410,0,215,0.18814360104166,0.110703718821422,0.187808122656988,0.003820006777322,0,0,0,0,0.06,0.971,14,243,0,0
ENSG00000111206,FOXM1,0.090048909913976,0.905500993012982,-0.308554146352953,0.127693675259648,0.238237328791131,0.74749445492944,-0.111164666102986,0.979242129450197,-2.30160998140382,515,3013,0,400,0.135127803806448,0.223281961880693,-0.068467535088492,-0.01505066205911,0,0,1,0,NA,0.276,9,104,2,0
ENSG00000224051,CPTP,-0.044012738050864,0.905699877817628,-0.151675381085459,0.549345384696746,-0.162110009133163,0.8136602765052,0.176457289570677,0.834660284386687,-3.15628883839085,521,2357,0,400,NA,NA,NA,NA,0,0,0,0,0.08,0.587,NA,0,0,0
ENSG00000074266,EED,-0.040632775488487,0.905699877817628,0.310819395987897,0.109250384896808,0.28737002338375,0.400825115724591,0.292969139093889,0.32922776374599,-2.90158377629728,428,3368,0,205,0.061507820822621,0.150118459586055,-0.08441766117513,0.054741508456444,0,0,0,0,0.05,0.8,12,479,5,0
ENSG00000104133,SPG11,0.034228384514042,0.905769255789587,-0.477652221374955,0.004910751487274,-0.198886010008854,0.520880241376522,-0.17453415153927,0.673134041374973,-2.70487294547816,341,2333,0,221,0.050755322354366,-0.095146041372776,0.655318993213966,-0.095558612896766,0,0,0,0,0.34,0.99,9,2,0,0
ENSG00000102078,SLC25A14,0.050490305270657,0.905769255789587,0.263701639655365,0.33889288636757,0.668584565604736,0.233815745923142,-0.121184670294445,0.915118418132399,-1.70983788085718,441,1888,0,384,0.059202091841096,0.362388278197513,0.612223995389326,NA,0,0,0,0,0.09,0.718,9,0,0,0
ENSG00000108349,CASC3,0.039506968504018,0.905769255789587,0.092360419642161,0.5927269222093,0.262838946628902,0.316488717794113,0.204884627485875,0.587409642800774,-3.5153332209438,464,3148,0,202,-0.123849620793501,0.01136025555949,-0.119232964069441,-0.174598121124988,0,0,0,0,0.12,0.887,9,20,1,0
ENSG00000129696,TTI2,0.046873466123488,0.905778096244234,-0.213780794170702,0.357610705815272,0.317888599478982,0.537236997086798,0.273940749515209,0.649505574276379,-1.82394170354897,571,4039,0,NA,-0.002885494708036,-0.193191444764423,-0.004585133087211,-0.084207934392095,0,0,0,0,0.35,0.867,5,16,1,0
ENSG00000132128,LRRC41,-0.029640175869711,0.905945195398567,-0.108617003971002,0.652022235584505,0.17719279679794,0.72766543437011,-0.066728335017869,0.923764300631418,-3.44517032792574,829,5240,0,NA,0.177735366347306,-0.262690227822101,-0.294974571815429,0.118463546395843,0,0,0,0,NA,0.7,8,6,0,0
ENSG00000156928,MALSU1,-0.046686889572626,0.906124497877178,0.369717520230785,0.058839713427465,-0.239024575559303,0.72004229135927,0.336083241326247,0.508844264657673,-1.97471229279486,277,2619,0,121,-0.037820685443563,-0.476918506920488,-0.361092962923938,-0.295216203962787,0,0,0,0,0.41,0.533,8,5,0,0
ENSG00000176485,PLA2G16,0.122003273044814,0.907528086426614,0.463117325810158,0.360705208713203,0.146402857489357,0.882461567789183,0.944773034533924,0.152534497473391,-1.37649681784723,328,1773,0,243,NA,NA,NA,NA,0,0,0,0,0.23,0,4,3,0,0
ENSG00000115756,HPCAL1,-0.068376357867697,0.907748031271272,-0.118387115544699,0.636654274165653,-0.035693077373273,0.98550894212171,-0.090240679024451,0.905014092418272,-6.07737421831743,734,3817,0,400,0.050169583139612,-0.208578779783248,-0.082882416617703,0.060227566984237,0,0,0,0,NA,0,11,114,0,0
ENSG00000116668,SWT1,0.094113659535071,0.907748031271272,0.303118833433944,0.457850317497425,0.509661268570616,0.274192553324674,0.493615043069133,0.156816199062623,-2.27489756909847,558,3846,0,400,NA,NA,NA,0.159227340880698,0,0,0,0,NA,0.801,7,13,0,0
ENSG00000125450,NUP85,0.055309626098163,0.907986161712659,0.189341873458006,0.430243778653963,0.183464040209609,0.625912106590391,0.282789401919312,0.729012049062204,-3.95105504346126,486,3616,0,400,0.243294526236059,0.292042943616621,0.072489018788333,0.090455698948602,0,0,0,0,0.11,0.686,12,69,7,0
ENSG00000074054,CLASP1,-0.03734905806016,0.907986161712659,-0.173865583032811,0.561157051041442,0.246626271739815,0.597120850848839,-0.041455992901524,0.954650164045745,-2.67726198134476,635,4805,0,400,0.162077438647142,0.097912599857273,-0.328144712760716,-0.280104156922038,0,0,0,0,0.04,0.977,12,97,0,0
ENSG00000139218,SCAF11,0.053662490839876,0.907986161712659,-0.038490203607931,0.930671300631162,-0.18466162051413,0.761227652736341,-0.095355229345801,0.876182203731715,-3.65347005967744,726,5148,0,400,0.108713265292677,-0.087581476526932,0.187380463485865,0.362902764711566,0,0,0,0,0.37,0.724,7,12,0,0
ENSG00000134909,ARHGAP32,0.04031026260351,0.908038233491514,-0.140609855710612,0.657303015997752,0.089837486922683,0.897630305674497,-1.03096026066703,0.000136017813146,-0.695197630641698,605,2869,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,10,30,0,0
ENSG00000125458,NT5C,0.034361848314554,0.908038233491514,0.089497093608208,0.814490670748156,-0.467279504644913,0.294229747751049,0.099553481622889,0.897749582226809,-1.95546385282609,512,2847,0,205,-0.051519252766734,-0.195896464273927,-0.17802976265882,0.005964857955326,0,0,0,0,0.2,0.344,5,1,1,0
ENSG00000143196,DPT,-0.143428496075372,0.908038233491514,0.369783606642445,0.522041321690119,0.019810547916838,1,-0.722227598211081,0.01062137155321,-0.869511517192306,150,1138,0,NA,NA,NA,NA,NA,0,0,0,0,0.08,0.804,9,1,0,0
ENSG00000121152,NCAPH,-0.094041696705107,0.90805453820206,-0.030438574402915,0.921161546260312,0.420823366619757,0.491994781339311,-0.084357565556429,0.994710445617733,-2.13765469611357,391,2912,0,195,0.126034027708098,0.008557340787475,0.00122736811594,0.232405362364394,0,0,0,0,0.25,0.767,13,45,1,0
ENSG00000133424,LARGE1,0.050496986965927,0.908163078611531,-0.399487399964588,0.389567840278075,-0.290139742136353,0.461299583734755,-0.09800215921979,0.852384669407824,-2.80951980331231,840,4590,0,400,NA,NA,NA,NA,0,0,0,0,0.02,0.76,11,1,0,0
ENSG00000185658,BRWD1,0.044308900368167,0.908264217165605,-0.115962401500219,0.674863863550459,0.365345916594878,0.426448481347378,-0.01056197346345,1,-2.43942903496949,714,3345,0,400,-0.053349449064608,0.018105460904996,0.155666715459164,0.00396752399466,0,0,0,0,0.21,0.667,9,231,0,0
ENSG00000132591,ERAL1,0.031812886833447,0.908380833717191,0.025572516325828,0.945554431981237,0.27813409367717,0.473556907410506,0.259683379499969,0.614923864658225,-2.85079096303473,293,2485,0,76,0.000547290006397,-0.124393526982563,-0.009482640090153,0.00057252296788,0,0,0,0,0.31,0.704,15,5,0,0
ENSG00000149256,TENM4,-0.08161177500252,0.908677966822363,-0.290059318141846,0.358229213432538,-0.128548373038925,1,-0.277501498026829,0.949282687339125,-4.09205749870904,947,5414,0,400,NA,NA,-0.083245476968731,NA,0,0,0,0,NA,0.24,12,0,0,0
ENSG00000101457,DNTTIP1,-0.042106185662063,0.908677966822363,0.297285021768443,0.118652344347354,0.281763008837034,0.408086970990789,0.205917332047448,0.669134412073101,-3.12928704877823,319,2048,0,178,0.098384837908764,-0.062567241591966,-0.191276349424629,-0.082638370788937,0,0,0,0,0.07,0.981,12,7,0,0
ENSG00000157693,C9orf91,0.044612350140321,0.908751968662063,-0.183495140442474,0.405069786656403,0.011856533187247,1,-0.159234386443807,0.833219699108813,-3.89495332326134,425,2232,0,101,NA,NA,NA,NA,0,0,0,0,0.14,0.861,8,1,0,0
ENSG00000160345,C9orf116,-0.056389353633536,0.908756859038656,-0.052131967752216,1,-5.13e-15,1,0.280536464432146,0.896290503918387,-2.85560172991995,645,3751,0,400,NA,NA,NA,NA,0,0,0,0,0.27,0.034,5,1,0,0
ENSG00000170364,SETMAR,0.048137735701474,0.908967702798569,-0.183995441782923,0.312792345433646,0.172441115634045,0.858254764293646,-0.422229098938369,0.63493386717588,-2.252608527504,345,2362,0,82,-0.157826386347982,-0.093163427370163,-0.07614947716838,-0.545454051979097,0,0,0,0,NA,0.003,12,168,1,0
ENSG00000155868,MED7,0.045687062902964,0.908967702798569,0.489467562365309,0.030790612363126,0.306602213594493,0.511211045112312,0.667154238478251,0.004858553208433,-2.04154775306503,330,2932,0,NA,-0.237567403960033,0.116792392036518,0.259251981334252,-0.215342151172036,0,0,0,0,0.04,0.719,13,147,1,0
ENSG00000181610,MRPS23,-0.032455017460414,0.908967702798569,0.093778355434734,0.705334723670934,-0.080144590580229,0.889867210010218,0.126820475603759,0.854332516872532,-4.21678425131904,334,3004,0,400,-0.085651208865941,-0.2780308430214,-0.317941850841755,0.008832020126991,0,0,0,0,NA,0.902,12,8,1,0
ENSG00000187866,FAM122A,-0.034813738879147,0.908967702798569,0.368492546613605,0.058259184409887,0.406414226033422,0.138785678836707,0.304745810099515,0.617366604953415,-2.53994007340076,346,2634,0,277,-0.015394292514999,0.220829921034261,-0.194366240614794,-0.006414464379059,0,0,0,0,NA,0.542,9,2,0,0
ENSG00000048392,RRM2B,-0.106853174200254,0.908967702798569,-0.299207003296107,0.343751943074661,-0.391760015901889,0.386354761196072,0.16409088502849,0.859962572104589,-2.35970166467007,767,4179,0,400,-0.207842977984895,0.156716932677781,0.202123986907623,0.057971520410709,0,0,0,0,NA,0.892,15,71,0,0
ENSG00000007376,RPUSD1,-0.049524474024974,0.908967702798569,0.325592956623855,0.244618246762718,0.342336016824775,0.334079426033438,-0.312050682589966,0.602422583373405,-1.84937100515256,983,4717,0,400,-0.048043318016207,-0.174908295217055,0.081477374060851,NA,0,0,0,0,0.07,0.451,5,17,0,0
ENSG00000134504,KCTD1,-0.052524987696598,0.908967702798569,-0.364583034664829,0.255446336009474,0.247277876628622,0.621284803623638,-0.280344733374803,0.687307995438797,-2.0339836659902,514,2708,0,400,NA,NA,NA,NA,0,0,0,0,NA,0,9,14,1,0
ENSG00000076706,MCAM,-0.10582677052772,0.908967702798569,-0.135760949239662,0.794887782226998,0.055687549479321,0.989906149979587,0.541135565104069,0.778739441126311,-1.44871400004973,524,2495,0,400,NA,NA,NA,NA,0,0,0,0,0.2,0.837,9,4,0,0
ENSG00000138311,ZNF365,0.064920336264116,0.908967702798569,-0.352924171368648,0.41814296642016,0.466815856763847,0.131180464237218,-0.284898227506237,0.310968358376867,-1.4266016134373,342,2220,0,261,NA,NA,NA,NA,0,0,0,0,0.35,0.987,8,0,0,0
ENSG00000204160,ZDHHC18,0.055830240164101,0.909177280358174,0.050595458910129,0.833311940438886,-0.011715893220535,1,0.588169958534405,0.034859009004038,-1.92961372946917,597,3150,0,70,NA,NA,NA,NA,0,0,0,0,0.09,0.7,14,21,0,0
ENSG00000141337,ARSG,-0.051774866445315,0.909177280358174,-0.404958480058719,0.332030195501565,-0.117040862819296,0.846046634124975,-0.387203011452043,0.611432640250033,-2.99581476831853,118,671,0,230,-0.134496776868045,0.111934336929771,-0.045923054308853,0.147536194062289,0,0,0,0,NA,0,10,0,0,0
ENSG00000275832,ARHGAP23,0.08275059258478,0.909177280358174,-0.232984655998525,0.17683440560632,0.373125453998886,0.116046398936972,-0.427651976722445,0.119653901840808,-1.6738522091604,554,2942,0,344,-0.284146396449549,0.191818707757506,0.058914126961926,-0.319639705239034,0,0,0,0,NA,0.305,NA,0,0,0
ENSG00000029363,BCLAF1,-0.040129801769555,0.909290894813756,-0.189849613099724,0.427901880402545,0.424600328139877,0.345902644992142,0.394888543422273,0.303547626214919,-1.26879359082448,534,4418,0,396,0.246501080700115,0.219267399448238,0.053867435555866,0.006514249315404,0,0,0,0,NA,0.997,7,30,5,0
ENSG00000105619,TFPT,0.03606424367598,0.909654717726889,0.436146540834782,0.047456189218446,0.038333544673859,0.985961389837155,0.136899544678711,0.869424623570056,-2.74117977905706,529,3855,0,212,-0.105715089707993,-0.232792171157166,-0.41533039062259,NA,0,0,0,0,0.11,0.394,6,5,0,0
ENSG00000064601,CTSA,0.047201805427696,0.909832410806554,-0.048174219907834,0.913011162733162,0.213541584608054,0.5969179223105,-0.206534098200969,0.520165893482396,-3.07032735647992,462,2771,0,400,0.131335057629624,-0.027495101045704,0.217413433512921,0.131631627638821,0,0,0,0,0.14,0.997,14,76,0,0
ENSG00000001460,STPG1,-0.064203886465927,0.910534626069188,0.465017332047461,0.15029058713869,0.529941402729927,1,-0.179073709723684,1,-1.62801935051923,403,3031,0,100,0.086035692879303,0.039493039847061,-0.292941759015959,-0.284262437090159,0,0,0,0,NA,0.556,6,0,0,0
ENSG00000175063,UBE2C,0.095705247281633,0.910541980519372,0.165831625811746,0.632009561770166,-0.109725965208087,0.922805049155343,0.083891555140733,1,-3.46583424733763,407,2781,0,368,0.882447136175135,0.443029901295052,0.767527103788924,0.567125398765338,0,0,0,0,0.09,0.235,5,44,1,0
ENSG00000091129,NRCAM,-0.055296352303932,0.910786594111915,-1.28343456322244,0.207424021134386,-0.395037624039823,0.761227652736341,-0.203860582165418,0.85502207149649,-0.6480664763955,615,3473,0,400,0.167322977822919,NA,0.204696292053496,0.312035107117008,0,0,0,0,NA,0.067,12,18,0,0
ENSG00000125637,PSD4,0.108203628112092,0.910786594111915,-1.17825444045501,0.316881657121552,0.353464380773715,0.696911743732024,0.363482246842565,0.852384669407824,0.192361522706245,430,2214,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.958,6,18,0,0
ENSG00000086065,CHMP5,0.0457917120905,0.910786594111915,-0.114708654430562,0.607972936170958,0.042943462834411,0.972142357818389,0.213734951715286,0.605621331117665,-3.2130028747275,622,3667,0,400,0.093377693928273,0.02038353209077,-0.290435629635311,-0.066083491067087,0,0,0,0,0.09,0.854,14,52,0,0
ENSG00000094914,AAAS,-0.043268976532374,0.910786594111915,-0.148270954912776,0.456163183350772,0.108779926308858,0.822697466135091,0.149062798439406,0.876570926106545,-2.92530690952902,263,1911,0,201,0.085473487989773,-0.057112778383489,-0.089927281923269,-0.041952987579329,0,0,0,0,0.14,0.971,4,4,6,0
ENSG00000168734,PKIG,-0.042572461048178,0.910786594111915,-0.51518787084008,0.092565873073104,-0.227246828931954,0.522389473299629,-0.08103620737815,0.940363775309669,-2.56726120229672,278,2002,0,NA,-0.059895836458088,-0.140884357023663,0.099656405910237,0.080852838196783,0,0,0,0,0.09,0.261,7,1,0,0
ENSG00000100034,PPM1F,0.026817895671643,0.911205031894659,-0.305872432954086,0.310053193547579,-0.306083329735088,0.194982604379454,-0.292025609843684,0.270800802827569,-2.93427888526264,297,1704,0,293,0.052302997285569,-0.237777805364488,-0.017426369358036,-0.013993729073419,0,0,0,1,0.16,0.955,9,141,1,0
ENSG00000130312,MRPL34,-0.04584238987035,0.911205031894659,-0.002548343897768,1,-0.174863280814789,0.789456667387649,-0.2027372846299,0.762873019697329,-3.58424517209904,363,2144,0,272,-0.322999018982086,-0.403005260170871,-0.124980084653028,-0.368275853413409,0,0,0,0,0.22,0.126,7,7,0,0
ENSG00000144120,TMEM177,0.052410255453301,0.911276974580384,0.614630256965873,0.00785731204892,-0.224356690313182,0.726574919400768,-0.044911906728741,0.979242129450197,-1.1833808571571,402,2368,0,312,0.118718601834688,0.517986304987676,-0.290487578310556,0.013767918899128,0,0,0,0,0.21,0.387,4,0,0,0
ENSG00000050393,MCUR1,-0.035783045599185,0.911276974580384,-0.058949156614683,0.885739646968751,0.014611727868729,1,0.079066875011962,0.944157664539752,-4.60043724979126,437,2742,0,246,-0.234878000062736,-0.170960524689433,-0.256555881791975,-0.242965569992155,0,0,0,0,0.33,0.967,7,2,0,0
ENSG00000068654,POLR1A,0.036609240596402,0.911276974580384,-0.207199955634964,0.300339576502629,-0.004762055700172,1,-0.288207488570312,0.282947684787293,-3.25216884131163,582,4392,0,400,0.166890263875814,-0.214721844141815,-0.115121638162177,-0.040698674100159,0,0,0,0,0.12,0.943,14,381,1,0
ENSG00000141401,IMPA2,-0.062478060198822,0.911276974580384,-0.199361480319004,0.540665115548579,-0.226826006117032,0.736690708955523,-0.380562361064795,0.71820688110237,-3.20783741573343,165,1271,0,400,NA,NA,NA,NA,0,0,0,0,0.1,0.96,15,10,0,0
ENSG00000170458,CD14,-0.09793701740195,0.911276974580384,-0.074061884417821,0.949623210263412,-0.429558129966098,0.554498581826735,-0.379095024184356,0.53769544207952,-2.28169192322492,247,2096,0,NA,NA,NA,NA,NA,0,0,0,0,0.37,0.258,7,9,0,0
ENSG00000100592,DAAM1,0.054716525471779,0.911465457870472,0.372985819775594,0.2803185801487,1.19673072200106,1.26e-08,1.54120481200799,7.83e-06,0.328788349750823,461,4093,0,NA,NA,NA,0.577718901666923,-0.102855235421307,0,0,0,0,NA,0.259,12,0,0,0
ENSG00000110074,FOXRED1,0.044484859401309,0.911473112772168,-0.125198730674641,0.584990798470571,0.444347554563464,0.14231426666899,0.566183983742609,0.095246003472331,-1.17566625820506,490,3413,0,400,0.101698117703677,-0.147124726985577,-0.053965320478134,NA,0,0,0,0,0.23,0.979,12,1,0,0
ENSG00000110046,ATG2A,0.041204184848922,0.911473112772168,-0.153379150204301,0.445688965769112,0.26324054862948,0.442588508179142,0.02679248827137,0.994759907267075,-2.75066428245715,569,3096,0,206,NA,NA,NA,NA,0,0,0,0,NA,0.948,12,7,0,0
ENSG00000135643,KCNMB4,0.06759864365681,0.911473112772168,-0.501618808243717,0.625773774154307,-0.485011160552111,0.696404521309755,-1.40735453461624,0.144989993667596,-0.191918209578698,542,2704,0,400,NA,NA,NA,NA,0,0,0,0,0.04,0.941,8,0,0,0
ENSG00000109610,SOD3,0.077323423994545,0.911559716082001,-0.277386378594358,0.832023334433974,-0.265652897651321,0.773546921972301,-0.118821014426452,0.955865101409069,-3.09342202256803,272,1925,0,NA,NA,NA,NA,NA,0,0,0,0,0.13,0.254,8,80,0,0
ENSG00000106459,NRF1,-0.054323469648636,0.911559716082001,-0.070585950689234,0.890387213580373,0.14815696489472,0.691545700710729,0.084512944384773,0.924881988602532,-3.40990009107925,455,3251,0,400,0.111022138392641,-0.315098582269992,0.043703544027546,NA,0,0,1,0,NA,0.967,11,15,5,0
ENSG00000122779,TRIM24,-0.046351244485424,0.912019095887078,-0.172801747355939,0.622782158085019,0.268686347995061,0.601818084524884,-0.384538402235419,0.197022382834006,-2.17735565584242,379,2250,0,400,0.070995476279691,-0.016985025050533,0.711562462076154,0.085003479099941,0,0,0,1,0.12,0.492,11,252,0,0
ENSG00000137033,IL33,-0.209731212264866,0.912019095887078,2.88853375069176,0.269020764099098,-0.134551491126447,0.931297560732643,2.90917595422503,2e-06,1.55142230455338,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,0,NA,0.849,4,6,0,0
