geneid,mouse_TATA_100bp_TSS_fimo.txt,mouse_most_abundant_03_01_ov_cpg.txt,mouse_most_abundant_05_01_ov_cpg.txt
ENSMUSG00000053389,0,0,0
ENSMUSG00000053391,0,0,0
ENSMUSG00000053395,0,0,0
ENSMUSG00000053399,0,339,339
ENSMUSG00000053420,0,0,0
ENSMUSG00000053441,0,400,600
ENSMUSG00000053461,0,0,0
ENSMUSG00000053465,0,400,600
ENSMUSG00000053490,0,0,0
ENSMUSG00000053499,0,0,0
ENSMUSG00000053508,0,0,0
ENSMUSG00000053519,0,0,0
ENSMUSG00000053550,0,186,386
ENSMUSG00000053552,0,185,316
ENSMUSG00000053588,0,400,424
ENSMUSG00000053593,0,0,0
ENSMUSG00000053603,0,0,0
ENSMUSG00000053615,0,0,0
ENSMUSG00000053624,0,0,0
ENSMUSG00000053646,0,400,407
ENSMUSG00000053647,0,0,0
ENSMUSG00000053654,0,0,0
ENSMUSG00000053675,0,0,0
ENSMUSG00000053678,0,0,0
ENSMUSG00000053693,0,16,16
ENSMUSG00000053695,0,0,0
ENSMUSG00000053702,0,400,495
ENSMUSG00000053719,0,0,0
ENSMUSG00000053720,0,0,0
ENSMUSG00000053729,7.87E-05,0,0
ENSMUSG00000053742,0,0,0
ENSMUSG00000053747,0,349,349
ENSMUSG00000053765,0,0,0
ENSMUSG00000053773,0,0,0
ENSMUSG00000053783,0,72,72
ENSMUSG00000053790,0,0,0
ENSMUSG00000053797,8.88E-05,0,0
ENSMUSG00000053815,0,0,0
ENSMUSG00000053821,0,400,403
ENSMUSG00000053825,0,0,0
ENSMUSG00000053830,0,0,0
ENSMUSG00000053852,0,0,0
ENSMUSG00000053856,0,0,0
ENSMUSG00000053861,0,400,600
ENSMUSG00000053862,0,0,0
ENSMUSG00000053863,0,0,0
ENSMUSG00000053868,0,0,0
ENSMUSG00000053873,0,0,0
ENSMUSG00000053896,0,0,0
ENSMUSG00000053909,0,0,0
ENSMUSG00000053914,0,400,550
ENSMUSG00000053930,0,400,600
ENSMUSG00000053961,0,0,0
ENSMUSG00000053977,0,0,0
ENSMUSG00000053980,0,0,0
ENSMUSG00000054003,0,0,0
ENSMUSG00000054005,0,0,0
ENSMUSG00000054013,0,211,211
ENSMUSG00000054033,0,0,0
ENSMUSG00000054034,0,0,0
ENSMUSG00000054036,3.26E-05,0,0
ENSMUSG00000054046,0,0,0
ENSMUSG00000054052,0,0,0
ENSMUSG00000054054,0,0,0
ENSMUSG00000054069,0,0,0
ENSMUSG00000054074,0,0,0
ENSMUSG00000054087,0,0,0
ENSMUSG00000054102,0,0,0
ENSMUSG00000054106,4.66E-05,0,0
ENSMUSG00000054116,0,58,58
ENSMUSG00000054117,0,0,0
ENSMUSG00000054128,0,0,0
ENSMUSG00000054134,0,0,0
ENSMUSG00000054141,0,0,0
ENSMUSG00000054142,0,0,0
ENSMUSG00000054146,0,0,0
ENSMUSG00000054156,0,0,0
ENSMUSG00000054161,0,0,0
ENSMUSG00000054162,0,0,0
ENSMUSG00000054204,0,220,220
ENSMUSG00000054206,0,0,0
ENSMUSG00000054236,0,0,0
ENSMUSG00000054252,0,232,232
ENSMUSG00000054256,0,400,404
ENSMUSG00000054258,0,0,0
ENSMUSG00000054266,0,0,0
ENSMUSG00000054272,5.4E-06,0,0
ENSMUSG00000054310,1.63E-05,0,0
ENSMUSG00000054325,0,0,0
ENSMUSG00000054351,0,176,176
ENSMUSG00000054360,0,0,0
ENSMUSG00000054362,0,0,0
ENSMUSG00000054385,0,0,0
ENSMUSG00000054406,0,0,0
ENSMUSG00000054409,0,0,0
ENSMUSG00000054417,0,0,0
ENSMUSG00000054422,0,0,0
ENSMUSG00000054423,0,245,245
ENSMUSG00000054431,0,0,0
ENSMUSG00000054446,0,0,0
ENSMUSG00000054450,0,193,393
ENSMUSG00000054453,0,0,0
ENSMUSG00000054459,0,191,191
ENSMUSG00000054477,0,0,0
ENSMUSG00000054497,0,0,0
ENSMUSG00000054498,0,0,0
ENSMUSG00000054523,2.74E-05,0,0
ENSMUSG00000054526,0,0,0
ENSMUSG00000054537,0,0,0
ENSMUSG00000054568,0,0,0
ENSMUSG00000054594,0,0,0
ENSMUSG00000054630,0,0,0
ENSMUSG00000054641,0,0,0
ENSMUSG00000054659,0,347,347
ENSMUSG00000054662,0,0,0
ENSMUSG00000054666,0,0,0
ENSMUSG00000054667,0,272,272
ENSMUSG00000054672,0,0,0
ENSMUSG00000054679,0,74,74
ENSMUSG00000054690,0,0,0
ENSMUSG00000054727,0,0,0
ENSMUSG00000054745,0,400,600
ENSMUSG00000054746,0,0,0
ENSMUSG00000054753,0,0,0
ENSMUSG00000054757,0,0,0
ENSMUSG00000054758,0,0,0
ENSMUSG00000054759,5.82E-07,0,0
ENSMUSG00000054763,0,0,0
ENSMUSG00000054764,8.88E-05,0,0
ENSMUSG00000054827,0,0,0
ENSMUSG00000054850,0,231,231
ENSMUSG00000054863,0,400,600
ENSMUSG00000054885,0,0,94
ENSMUSG00000054889,0,335,335
ENSMUSG00000054890,0,0,0
ENSMUSG00000054934,0,400,600
ENSMUSG00000054938,0,0,0
ENSMUSG00000054940,0,0,0
ENSMUSG00000054958,0,282,282
ENSMUSG00000054966,0,0,0
ENSMUSG00000054967,0,0,0
ENSMUSG00000054976,0,0,0
ENSMUSG00000054978,0,59,59
ENSMUSG00000054986,0,0,0
ENSMUSG00000054988,0,0,0
ENSMUSG00000054994,0,0,0
ENSMUSG00000054999,0,0,0
ENSMUSG00000055003,0,184,184
ENSMUSG00000055010,0,0,0
ENSMUSG00000055015,0,0,0
ENSMUSG00000055022,0,0,0
ENSMUSG00000055026,0,136,136
ENSMUSG00000055027,9.46E-06,0,0
ENSMUSG00000055030,0,0,0
ENSMUSG00000055033,0,0,0
ENSMUSG00000055072,0,0,0
ENSMUSG00000055078,0,247,247
ENSMUSG00000055088,0,0,0
ENSMUSG00000055095,3.31E-05,0,0
ENSMUSG00000055102,0,0,0
ENSMUSG00000055108,0,0,0
ENSMUSG00000055109,0,193,193
ENSMUSG00000055114,0,0,0
ENSMUSG00000055138,0,0,0
ENSMUSG00000055170,0,0,0
ENSMUSG00000055177,0,0,0
ENSMUSG00000055193,0,0,0
ENSMUSG00000055194,0,0,0
ENSMUSG00000055197,0,294,294
ENSMUSG00000055198,0,146,146
ENSMUSG00000055214,0,397,397
ENSMUSG00000055235,0,215,215
ENSMUSG00000055254,0,279,279
ENSMUSG00000055298,0,0,0
ENSMUSG00000055301,0,0,0
ENSMUSG00000055312,0,93,93
ENSMUSG00000055333,0,0,0
ENSMUSG00000055341,0,0,0
ENSMUSG00000055357,0,0,0
ENSMUSG00000055360,9.46E-05,0,0
ENSMUSG00000055373,0,0,0
ENSMUSG00000055385,0,0,0
ENSMUSG00000055403,0,0,0
ENSMUSG00000055409,0,400,500
ENSMUSG00000055415,0,0,0
ENSMUSG00000055416,0,0,0
ENSMUSG00000055421,0,0,0
ENSMUSG00000055430,0,171,171
ENSMUSG00000055456,0,0,0
ENSMUSG00000055471,0,45,87
ENSMUSG00000055489,0,29,29
ENSMUSG00000055515,0,0,0
ENSMUSG00000055523,0,0,0
ENSMUSG00000055540,0,0,0
ENSMUSG00000055546,0,0,0
ENSMUSG00000055547,0,0,0
ENSMUSG00000055555,0,0,0
ENSMUSG00000055561,8.05E-05,0,0
ENSMUSG00000055571,0,0,0
ENSMUSG00000055594,0,0,0
ENSMUSG00000055609,0,0,0
ENSMUSG00000055610,0,0,0
ENSMUSG00000055629,0,400,600
ENSMUSG00000055643,0,0,0
ENSMUSG00000055653,0,400,439
ENSMUSG00000055679,0,0,0
ENSMUSG00000055704,0,0,0
ENSMUSG00000055730,0,0,0
ENSMUSG00000055732,0,156,156
ENSMUSG00000055733,0,0,0
ENSMUSG00000055746,0,0,0
ENSMUSG00000055748,0,0,0
ENSMUSG00000055761,0,0,0
ENSMUSG00000055775,0,0,0
ENSMUSG00000055789,0,0,0
ENSMUSG00000055811,0,0,0
ENSMUSG00000055820,0,0,0
ENSMUSG00000055826,0,141,141
ENSMUSG00000055827,0,0,0
ENSMUSG00000055838,0,0,0
ENSMUSG00000055865,0,0,0
ENSMUSG00000055874,0,400,440
ENSMUSG00000055882,0,0,0
ENSMUSG00000055891,0,0,0
ENSMUSG00000055895,0,0,0
ENSMUSG00000055926,0,0,0
ENSMUSG00000055933,3.26E-05,0,0
ENSMUSG00000055937,0,0,0
ENSMUSG00000055942,0,0,0
ENSMUSG00000055960,0,0,0
ENSMUSG00000055971,0,0,0
ENSMUSG00000055978,0,0,0
ENSMUSG00000055980,0,400,506
ENSMUSG00000056008,0,0,0
ENSMUSG00000056018,0,0,0
ENSMUSG00000056025,0,0,0
ENSMUSG00000056035,0,0,0
ENSMUSG00000056043,0,88,18
ENSMUSG00000056073,0,213,213
ENSMUSG00000056078,0,0,0
ENSMUSG00000056089,0,0,3
ENSMUSG00000056115,0,0,0
ENSMUSG00000056133,0,0,0
ENSMUSG00000056148,0,0,0
ENSMUSG00000056155,0,0,0
ENSMUSG00000056158,0,205,205
ENSMUSG00000056174,0,291,291
ENSMUSG00000056184,0,0,0
ENSMUSG00000056197,0,0,0
ENSMUSG00000056203,0,0,0
ENSMUSG00000056215,0,0,0
ENSMUSG00000056219,0,0,0
ENSMUSG00000056222,0,237,237
ENSMUSG00000056223,0,0,0
ENSMUSG00000056257,0,232,389
ENSMUSG00000056258,0,400,600
ENSMUSG00000056270,1.14E-05,0,0
ENSMUSG00000056271,0,0,0
ENSMUSG00000056281,0,0,0
ENSMUSG00000056293,9.77E-05,0,0
ENSMUSG00000056296,0,0,0
ENSMUSG00000056300,0,0,0
ENSMUSG00000056306,0,0,0
ENSMUSG00000056316,0,0,0
ENSMUSG00000056328,2.02E-05,0,0
ENSMUSG00000056350,0,0,0
ENSMUSG00000056359,0,0,0
ENSMUSG00000056370,0,0,0
ENSMUSG00000056379,0,0,0
ENSMUSG00000056380,0,0,0
ENSMUSG00000056423,0,0,0
ENSMUSG00000056426,0,0,0
ENSMUSG00000056436,0,0,0
ENSMUSG00000056457,9.46E-05,0,0
ENSMUSG00000056468,0,400,435
ENSMUSG00000056487,0,0,0
ENSMUSG00000056494,0,0,0
ENSMUSG00000056508,0,0,0
ENSMUSG00000056509,0,0,0
ENSMUSG00000056544,0,0,0
ENSMUSG00000056553,0,98,98
ENSMUSG00000056564,0,0,0
ENSMUSG00000056586,0,0,0
ENSMUSG00000056598,0,91,291
ENSMUSG00000056600,0,0,0
ENSMUSG00000056605,0,0,0
ENSMUSG00000056606,0,163,163
ENSMUSG00000056617,0,0,0
ENSMUSG00000056632,0,0,0
ENSMUSG00000056643,0,226,226
ENSMUSG00000056648,0,0,0
ENSMUSG00000056673,0,0,0
ENSMUSG00000056679,0,0,0
ENSMUSG00000056696,0,0,0
ENSMUSG00000056706,2.82E-06,0,0
ENSMUSG00000056728,0,0,0
ENSMUSG00000056752,0,0,0
ENSMUSG00000056755,0,0,0
ENSMUSG00000056782,0,0,0
ENSMUSG00000056797,0,0,0
ENSMUSG00000056812,0,0,0
ENSMUSG00000056815,0,0,0
ENSMUSG00000056822,0,0,0
ENSMUSG00000056824,0,212,212
ENSMUSG00000056829,0,400,600
ENSMUSG00000056853,0,0,0
ENSMUSG00000056854,0,0,0
ENSMUSG00000056856,0,0,0
ENSMUSG00000056858,0,0,0
ENSMUSG00000056863,0,0,0
ENSMUSG00000056870,0,33,33
ENSMUSG00000056883,0,0,0
ENSMUSG00000056885,7.69E-05,0,0
ENSMUSG00000056900,0,329,329
ENSMUSG00000056901,0,0,0
ENSMUSG00000056910,0,0,0
ENSMUSG00000056912,0,0,0
ENSMUSG00000056921,0,0,0
ENSMUSG00000056926,0,0,0
ENSMUSG00000056946,0,0,0
ENSMUSG00000056947,0,0,0
ENSMUSG00000056959,0,0,0
ENSMUSG00000056961,0,0,0
ENSMUSG00000056966,0,0,0
ENSMUSG00000056972,0,0,0
ENSMUSG00000056973,0,0,0
ENSMUSG00000056987,0,0,0
ENSMUSG00000056995,0,0,0
ENSMUSG00000057000,0,0,0
ENSMUSG00000057003,0,0,0
ENSMUSG00000057037,0,0,0
ENSMUSG00000057047,0,0,0
ENSMUSG00000057050,0,0,0
ENSMUSG00000057058,0,0,0
ENSMUSG00000057060,0,235,235
ENSMUSG00000057067,0,0,0
ENSMUSG00000057068,0,0,0
ENSMUSG00000057072,0,0,0
ENSMUSG00000057074,0,0,0
ENSMUSG00000057092,0,0,0
ENSMUSG00000057116,0,0,0
ENSMUSG00000057149,0,0,0
ENSMUSG00000057161,0,0,0
ENSMUSG00000057170,3.71E-05,0,0
ENSMUSG00000057173,0,0,0
ENSMUSG00000057174,1.16E-06,0,0
ENSMUSG00000057179,0,0,0
ENSMUSG00000057195,0,0,0
ENSMUSG00000057203,0,0,0
ENSMUSG00000057207,0,0,0
ENSMUSG00000057228,0,0,0
ENSMUSG00000057240,0,0,0
ENSMUSG00000057246,0,0,0
ENSMUSG00000057270,0,0,0
ENSMUSG00000057280,0,0,0
ENSMUSG00000057321,0,0,0
ENSMUSG00000057349,0,0,0
ENSMUSG00000057351,0,0,0
ENSMUSG00000057378,0,325,456
ENSMUSG00000057381,0,0,0
ENSMUSG00000057400,0,0,0
ENSMUSG00000057402,0,0,0
ENSMUSG00000057417,3.81E-05,0,0
ENSMUSG00000057424,0,0,0
ENSMUSG00000057425,0,0,0
ENSMUSG00000057439,0,0,0
ENSMUSG00000057443,0,0,0
ENSMUSG00000057444,0,0,0
ENSMUSG00000057446,0,0,0
ENSMUSG00000057447,0,0,0
ENSMUSG00000057454,0,0,0
ENSMUSG00000057455,0,0,0
ENSMUSG00000057457,0,0,0
ENSMUSG00000057461,0,0,0
ENSMUSG00000057464,0,0,0
ENSMUSG00000057503,0,0,0
ENSMUSG00000057513,0,0,0
ENSMUSG00000057540,0,0,0
ENSMUSG00000057564,0,0,0
ENSMUSG00000057592,0,0,0
ENSMUSG00000057604,0,0,0
ENSMUSG00000057606,0,0,0
ENSMUSG00000057609,0,0,0
ENSMUSG00000057612,0,0,0
ENSMUSG00000057614,0,400,493
ENSMUSG00000057615,0,0,0
ENSMUSG00000057650,0,0,0
ENSMUSG00000057654,0,0,0
ENSMUSG00000057674,6.09E-05,0,0
ENSMUSG00000057697,0,0,0
ENSMUSG00000057699,0,0,0
ENSMUSG00000057710,0,0,0
ENSMUSG00000057715,0,152,152
ENSMUSG00000057716,0,0,0
ENSMUSG00000057719,0,0,0
ENSMUSG00000057723,0,0,0
ENSMUSG00000057726,0,0,0
ENSMUSG00000057735,0,0,0
ENSMUSG00000057751,0,0,0
ENSMUSG00000057754,0,0,0
ENSMUSG00000057761,0,0,0
ENSMUSG00000057766,0,242,242
ENSMUSG00000057770,0,0,0
ENSMUSG00000057777,0,0,0
ENSMUSG00000057799,0,0,0
ENSMUSG00000057801,0,0,0
ENSMUSG00000057805,0,0,0
ENSMUSG00000057816,0,213,213
ENSMUSG00000057817,0,0,0
ENSMUSG00000057836,0,0,0
ENSMUSG00000057855,2.14E-05,0,0
ENSMUSG00000057880,0,318,318
ENSMUSG00000057890,0,0,0
ENSMUSG00000057899,0,0,0
ENSMUSG00000057903,2.14E-05,0,0
ENSMUSG00000057913,0,0,0
ENSMUSG00000057924,0,0,0
ENSMUSG00000057933,0,0,0
ENSMUSG00000057967,0,319,519
ENSMUSG00000057969,0,0,0
ENSMUSG00000057977,0,0,0
ENSMUSG00000057981,0,0,0
ENSMUSG00000057997,0,0,0
ENSMUSG00000058005,0,0,0
ENSMUSG00000058014,0,0,0
ENSMUSG00000058017,0,0,0
ENSMUSG00000058019,0,0,0
ENSMUSG00000058022,0,0,0
ENSMUSG00000058028,1.55E-05,0,0
ENSMUSG00000058030,0,0,0
ENSMUSG00000058052,0,0,0
ENSMUSG00000058057,0,0,0
ENSMUSG00000058063,0,0,0
ENSMUSG00000058071,0,0,0
ENSMUSG00000058084,0,0,0
ENSMUSG00000058114,0,0,0
ENSMUSG00000058119,0,0,0
ENSMUSG00000058124,0,0,0
ENSMUSG00000058132,0,0,0
ENSMUSG00000058145,0,0,0
ENSMUSG00000058147,0,0,0
ENSMUSG00000058152,0,400,493
ENSMUSG00000058153,0,395,395
ENSMUSG00000058172,1.48E-05,0,0
ENSMUSG00000058176,0,0,0
ENSMUSG00000058183,0,0,0
ENSMUSG00000058186,0,0,0
ENSMUSG00000058188,0,0,0
ENSMUSG00000058194,0,0,0
ENSMUSG00000058200,0,0,0
ENSMUSG00000058207,0,0,0
ENSMUSG00000058216,0,0,0
ENSMUSG00000058244,0,0,0
ENSMUSG00000058246,0,0,0
ENSMUSG00000058248,0,209,209
ENSMUSG00000058250,0,0,0
ENSMUSG00000058251,0,0,0
ENSMUSG00000058252,0,0,0
ENSMUSG00000058260,0,0,0
ENSMUSG00000058270,0,0,0
ENSMUSG00000058275,0,0,0
ENSMUSG00000058287,0,0,0
ENSMUSG00000058295,0,0,0
ENSMUSG00000058297,0,0,0
ENSMUSG00000058328,0,0,0
ENSMUSG00000058349,0,0,0
ENSMUSG00000058354,2.78E-05,0,0
ENSMUSG00000058368,4.68E-06,0,0
ENSMUSG00000058396,0,0,0
ENSMUSG00000058398,0,0,0
ENSMUSG00000058399,0,0,0
ENSMUSG00000058400,0,0,0
ENSMUSG00000058420,0,0,0
ENSMUSG00000058435,0,0,0
ENSMUSG00000058441,0,0,0
ENSMUSG00000058447,0,314,314
ENSMUSG00000058488,0,240,240
ENSMUSG00000058491,0,0,0
ENSMUSG00000058498,0,0,0
ENSMUSG00000058499,4.78E-05,0,0
ENSMUSG00000058513,0,0,0
ENSMUSG00000058515,0,0,0
ENSMUSG00000058523,0,0,0
ENSMUSG00000058537,0,0,0
ENSMUSG00000058550,0,0,0
ENSMUSG00000058568,0,0,0
ENSMUSG00000058579,0,0,0
ENSMUSG00000058588,0,0,0
ENSMUSG00000058589,0,0,0
ENSMUSG00000058618,1.55E-05,0,0
ENSMUSG00000058620,0,400,471
ENSMUSG00000058626,0,0,0
ENSMUSG00000058628,0,0,0
ENSMUSG00000058631,0,0,0
ENSMUSG00000058643,0,0,0
ENSMUSG00000058656,0,209,209
ENSMUSG00000058659,0,0,0
ENSMUSG00000058662,0,0,0
ENSMUSG00000058665,0,0,0
ENSMUSG00000058669,0,5,5
ENSMUSG00000058670,0,0,0
ENSMUSG00000058685,0,0,0
ENSMUSG00000058692,0,0,0
ENSMUSG00000058717,0,0,0
ENSMUSG00000058725,9.46E-06,0,0
ENSMUSG00000058731,0,0,0
ENSMUSG00000058740,0,169,169
ENSMUSG00000058741,0,0,0
ENSMUSG00000058743,0,0,0
ENSMUSG00000058802,0,0,0
ENSMUSG00000058806,0,0,0
ENSMUSG00000058807,0,0,0
ENSMUSG00000058820,0,0,0
ENSMUSG00000058831,0,0,0
ENSMUSG00000058856,0,0,0
ENSMUSG00000058883,0,0,0
ENSMUSG00000058884,0,0,0
ENSMUSG00000058897,0,0,0
ENSMUSG00000058904,0,0,0
ENSMUSG00000058914,0,0,0
ENSMUSG00000058921,0,0,0
ENSMUSG00000058923,0,0,0
ENSMUSG00000058925,0,0,0
ENSMUSG00000058932,0,0,0
ENSMUSG00000058935,0,0,0
ENSMUSG00000058952,0,0,0
ENSMUSG00000058966,0,0,0
ENSMUSG00000058975,0,388,388
ENSMUSG00000058976,3.39E-05,0,0
ENSMUSG00000058981,0,0,0
ENSMUSG00000059003,0,400,600
ENSMUSG00000059023,0,0,0
ENSMUSG00000059030,0,0,0
ENSMUSG00000059031,0,0,0
ENSMUSG00000059042,0,0,0
ENSMUSG00000059043,0,0,0
ENSMUSG00000059049,0,0,0
ENSMUSG00000059060,0,0,0
ENSMUSG00000059069,0,0,0
ENSMUSG00000059077,0,0,0
ENSMUSG00000059087,0,0,0
ENSMUSG00000059101,0,0,0
ENSMUSG00000059105,0,0,0
ENSMUSG00000059106,0,0,0
ENSMUSG00000059112,0,0,0
ENSMUSG00000059113,1.89E-06,0,0
ENSMUSG00000059114,0,0,0
ENSMUSG00000059128,0,0,0
ENSMUSG00000059134,0,0,0
ENSMUSG00000059136,0,0,0
ENSMUSG00000059169,0,0,0
ENSMUSG00000059173,0,0,0
ENSMUSG00000059187,0,0,0
ENSMUSG00000059189,0,0,0
ENSMUSG00000059201,0,216,216
ENSMUSG00000059203,0,209,209
ENSMUSG00000059205,0,0,0
ENSMUSG00000059206,0,0,0
ENSMUSG00000059213,0,0,0
ENSMUSG00000059218,7.44E-05,0,0
ENSMUSG00000059230,9.62E-06,0,0
ENSMUSG00000059246,0,400,405
ENSMUSG00000059251,0,0,0
ENSMUSG00000059279,0,0,0
ENSMUSG00000059280,0,0,0
ENSMUSG00000059303,0,0,0
ENSMUSG00000059319,0,0,0
ENSMUSG00000059327,0,0,0
ENSMUSG00000059334,0,0,0
ENSMUSG00000059336,0,0,0
ENSMUSG00000059361,0,0,0
ENSMUSG00000059366,0,0,0
ENSMUSG00000059371,0,0,0
ENSMUSG00000059375,0,0,0
ENSMUSG00000059379,0,0,0
ENSMUSG00000059382,0,0,0
ENSMUSG00000059383,0,0,0
ENSMUSG00000059397,0,0,0
ENSMUSG00000059406,0,0,0
ENSMUSG00000059408,0,0,0
ENSMUSG00000059410,0,0,0
ENSMUSG00000059411,0,0,0
ENSMUSG00000059429,0,0,0
ENSMUSG00000059434,0,0,0
ENSMUSG00000059448,0,0,0
ENSMUSG00000059455,0,0,0
ENSMUSG00000059459,0,0,0
ENSMUSG00000059463,0,0,0
ENSMUSG00000059473,0,0,0
ENSMUSG00000059481,0,0,0
ENSMUSG00000059488,0,0,0
ENSMUSG00000059493,1.89E-05,399,399
ENSMUSG00000059503,0,0,0
ENSMUSG00000059504,0,0,0
ENSMUSG00000059547,0,0,0
ENSMUSG00000059595,0,0,0
ENSMUSG00000059606,0,0,0
ENSMUSG00000059610,0,0,0
ENSMUSG00000059623,0,0,0
ENSMUSG00000059625,0,0,0
ENSMUSG00000059626,0,0,0
ENSMUSG00000059632,6.86E-05,0,0
ENSMUSG00000059645,0,0,0
ENSMUSG00000059648,0,0,0
ENSMUSG00000059654,0,0,0
ENSMUSG00000059663,0,0,0
ENSMUSG00000059668,0,0,0
ENSMUSG00000059674,0,400,473
ENSMUSG00000059687,0,0,0
ENSMUSG00000059690,0,0,0
ENSMUSG00000059729,0,0,0
ENSMUSG00000059741,0,0,0
ENSMUSG00000059742,0,123,123
ENSMUSG00000059762,0,0,0
ENSMUSG00000059763,0,0,0
ENSMUSG00000059768,0,0,0
ENSMUSG00000059816,0,400,448
ENSMUSG00000059821,0,0,0
ENSMUSG00000059832,0,0,0
ENSMUSG00000059845,5.82E-07,0,0
ENSMUSG00000059854,0,0,0
ENSMUSG00000059857,0,0,0
ENSMUSG00000059862,0,0,0
ENSMUSG00000059864,0,0,0
ENSMUSG00000059867,0,0,0
ENSMUSG00000059873,0,0,0
ENSMUSG00000059874,0,0,0
ENSMUSG00000059887,0,0,0
ENSMUSG00000059891,0,0,0
ENSMUSG00000059898,0,0,0
ENSMUSG00000059908,0,0,0
ENSMUSG00000059910,0,0,0
ENSMUSG00000059934,0,0,0
ENSMUSG00000059964,0,0,0
ENSMUSG00000059974,0,0,0
ENSMUSG00000059991,0,400,600
ENSMUSG00000060017,0,0,0
ENSMUSG00000060024,0,0,0
ENSMUSG00000060030,0,0,0
ENSMUSG00000060034,0,0,0
ENSMUSG00000060049,0,0,0
ENSMUSG00000060057,0,0,0
ENSMUSG00000060070,0,0,0
ENSMUSG00000060081,3.36E-06,0,0
ENSMUSG00000060084,0,0,0
ENSMUSG00000060105,0,0,0
ENSMUSG00000060112,0,0,0
ENSMUSG00000060114,0,0,0
ENSMUSG00000060170,0,0,0
ENSMUSG00000060176,0,0,0
ENSMUSG00000060177,0,0,0
ENSMUSG00000060180,0,0,0
ENSMUSG00000060187,0,0,0
ENSMUSG00000060188,0,0,0
ENSMUSG00000060201,0,0,0
ENSMUSG00000060204,0,157,157
ENSMUSG00000060205,0,0,0
ENSMUSG00000060208,1.55E-05,0,0
ENSMUSG00000060212,0,0,0
ENSMUSG00000060240,0,0,0
ENSMUSG00000060245,0,0,0
ENSMUSG00000060254,0,0,0
ENSMUSG00000060256,0,0,0
ENSMUSG00000060257,0,0,0
ENSMUSG00000060268,0,360,431
ENSMUSG00000060303,0,0,0
ENSMUSG00000060317,0,0,0
ENSMUSG00000060332,0,0,0
ENSMUSG00000060335,0,0,0
ENSMUSG00000060371,0,0,0
ENSMUSG00000060375,0,0,0
ENSMUSG00000060402,0,400,403
ENSMUSG00000060404,0,0,0
ENSMUSG00000060407,0,0,0
ENSMUSG00000060412,0,0,0
ENSMUSG00000060445,0,65,65
ENSMUSG00000060459,0,0,0
ENSMUSG00000060461,0,0,0
ENSMUSG00000060469,0,0,0
ENSMUSG00000060480,0,0,0
ENSMUSG00000060487,0,400,439
ENSMUSG00000060490,0,0,0
ENSMUSG00000060491,0,0,0
ENSMUSG00000060499,0,99,99
ENSMUSG00000060503,0,0,0
ENSMUSG00000060508,0,0,0
ENSMUSG00000060523,0,0,0
ENSMUSG00000060534,0,0,0
ENSMUSG00000060548,0,155,155
ENSMUSG00000060556,0,0,0
ENSMUSG00000060559,0,400,600
ENSMUSG00000060560,0,0,0
ENSMUSG00000060565,0,0,0
ENSMUSG00000060583,0,0,0
ENSMUSG00000060613,0,0,0
ENSMUSG00000060615,0,0,0
ENSMUSG00000060621,0,0,0
ENSMUSG00000060630,0,0,0
ENSMUSG00000060663,0,0,0
ENSMUSG00000060673,0,0,0
ENSMUSG00000060685,9.67E-05,0,0
ENSMUSG00000060688,0,0,0
ENSMUSG00000060691,0,0,0
ENSMUSG00000060699,0,0,0
ENSMUSG00000060701,0,0,0
ENSMUSG00000060715,0,0,0
ENSMUSG00000060716,0,255,255
ENSMUSG00000060724,0,0,0
ENSMUSG00000060726,0,0,0
ENSMUSG00000060735,0,0,0
ENSMUSG00000060738,0,0,0
ENSMUSG00000060742,0,0,0
ENSMUSG00000060747,0,0,0
ENSMUSG00000060756,9.46E-06,0,0
ENSMUSG00000060759,0,0,0
ENSMUSG00000060765,0,0,0
ENSMUSG00000060780,0,185,185
ENSMUSG00000060787,0,0,0
ENSMUSG00000060794,0,0,0
ENSMUSG00000060807,0,0,0
ENSMUSG00000060816,0,0,0
ENSMUSG00000060827,0,0,0
ENSMUSG00000060843,0,0,0
ENSMUSG00000060863,0,0,0
ENSMUSG00000060878,0,0,0
ENSMUSG00000060882,0,400,600
ENSMUSG00000060888,0,0,0
ENSMUSG00000060890,0,0,0
ENSMUSG00000060913,0,0,0
ENSMUSG00000060918,0,0,0
ENSMUSG00000060967,0,0,0
ENSMUSG00000060969,0,400,409
ENSMUSG00000060974,0,0,0
ENSMUSG00000060985,0,400,542
ENSMUSG00000060988,0,400,470
ENSMUSG00000061000,0,0,0
ENSMUSG00000061022,0,0,0
ENSMUSG00000061048,0,0,0
ENSMUSG00000061065,0,0,0
ENSMUSG00000061068,1.48E-05,0,0
ENSMUSG00000061075,0,0,0
ENSMUSG00000061080,0,0,0
ENSMUSG00000061082,0,0,0
ENSMUSG00000061099,0,0,0
ENSMUSG00000061126,0,0,0
ENSMUSG00000061144,0,0,0
ENSMUSG00000061150,0,0,0
ENSMUSG00000061165,0,0,0
ENSMUSG00000061171,0,0,0
ENSMUSG00000061184,0,0,0
ENSMUSG00000061195,0,0,0
ENSMUSG00000061208,0,0,0
ENSMUSG00000061210,0,0,0
ENSMUSG00000061259,0,0,0
ENSMUSG00000061292,0,0,0
ENSMUSG00000061295,0,0,0
ENSMUSG00000061296,0,0,0
ENSMUSG00000061298,0,0,0
ENSMUSG00000061305,0,0,0
ENSMUSG00000061311,0,0,0
ENSMUSG00000061336,0,0,0
