ENSSSCG00000020823	BSCL2	ENSSSCT00000025488
ENSSSCG00000015241	TMEM45B	ENSSSCT00000016610
ENSSSCG00000012202	GK	ENSSSCT00000035145,ENSSSCT00000035639,ENSSSCT00000033724,ENSSSCT00000013347,ENSSSCT00000034685,ENSSSCT00000035523,ENSSSCT00000036515,ENSSSCT00000034897
ENSSSCG00000000981	CRELD2	ENSSSCT00000001071
ENSSSCG00000012469	NAN	ENSSSCT00000013636
ENSSSCG00000029461	NAN	ENSSSCT00000026482
ENSSSCG00000028960	NAN	ENSSSCT00000031494
ENSSSCG00000000191	KMT2D	ENSSSCT00000031953,ENSSSCT00000000204
ENSSSCG00000028950	FMN2	ENSSSCT00000030927
ENSSSCG00000015179	NAN	ENSSSCT00000016545
ENSSSCG00000003727	NAN	ENSSSCT00000004127
ENSSSCG00000012129	GLRA2	ENSSSCT00000033189,ENSSSCT00000013268
ENSSSCG00000007304	NAN	ENSSSCT00000007991
ENSSSCG00000008851	NAN	ENSSSCT00000009690
ENSSSCG00000000062	CSDC2	ENSSSCT00000000068
ENSSSCG00000007965	NAN	ENSSSCT00000008728
ENSSSCG00000012983	PCNXL3	ENSSSCT00000014193
ENSSSCG00000030669	NAN	ENSSSCT00000023222
ENSSSCG00000015893	SLC4A10	ENSSSCT00000027600,ENSSSCT00000017305,ENSSSCT00000023989
ENSSSCG00000015754	NAN	ENSSSCT00000017155
ENSSSCG00000012375	DLG3	ENSSSCT00000013532
ENSSSCG00000026082	DNAJC3	ENSSSCT00000026790
ENSSSCG00000014054	GPRIN1	ENSSSCT00000015353
ENSSSCG00000017351	MEIOC	ENSSSCT00000018887
ENSSSCG00000027515	FCGBP	ENSSSCT00000027766
ENSSSCG00000029522	NAN	ENSSSCT00000025249
ENSSSCG00000025239	NAN	ENSSSCT00000025891
ENSSSCG00000005375	CORO2A	ENSSSCT00000005915
ENSSSCG00000021410	STRAP	ENSSSCT00000023218,ENSSSCT00000026504
ENSSSCG00000025888	NAN	ENSSSCT00000027034
ENSSSCG00000024150	NAN	ENSSSCT00000025630
ENSSSCG00000000416	GPR182	ENSSSCT00000000450
ENSSSCG00000020986	CAPN13	ENSSSCT00000031346,ENSSSCT00000026249
ENSSSCG00000015242	NAN	ENSSSCT00000016611
ENSSSCG00000017076	NMUR2	ENSSSCT00000018592
ENSSSCG00000006717	PHGDH	ENSSSCT00000007358
ENSSSCG00000025204	NAN	ENSSSCT00000027122
ENSSSCG00000013318	RCN1	ENSSSCT00000014544
ENSSSCG00000010487	NAN	ENSSSCT00000011475
ENSSSCG00000006762	AP4B1	ENSSSCT00000007408
ENSSSCG00000000435	NAN	ENSSSCT00000000470
ENSSSCG00000024637	NAN	ENSSSCT00000030844
ENSSSCG00000028381	NAN	ENSSSCT00000030725
ENSSSCG00000027880	NAN	ENSSSCT00000024199
ENSSSCG00000023989	NAN	ENSSSCT00000026681,ENSSSCT00000026759
ENSSSCG00000017720	CCL1	ENSSSCT00000019287
ENSSSCG00000029122	NAN	ENSSSCT00000023600
ENSSSCG00000015491	ANKRD45	ENSSSCT00000016875
ENSSSCG00000029419	NAN	ENSSSCT00000023726,ENSSSCT00000022895,ENSSSCT00000023912
ENSSSCG00000023738	NAN	ENSSSCT00000027352
ENSSSCG00000025544	NAN	ENSSSCT00000022711
ENSSSCG00000029117	ITFG1	ENSSSCT00000032496
ENSSSCG00000025503	ADGRG5	ENSSSCT00000022417
ENSSSCG00000017196	MRPL38	ENSSSCT00000018721
ENSSSCG00000030009	NAN	ENSSSCT00000027239
ENSSSCG00000014055	CDHR2	ENSSSCT00000015354
ENSSSCG00000011934	PLCXD2	ENSSSCT00000013058
ENSSSCG00000023773	ARG1	ENSSSCT00000027554,ENSSSCT00000033548,ENSSSCT00000035404
ENSSSCG00000008404	MTIF2	ENSSSCT00000009201
ENSSSCG00000000846	HCFC2	ENSSSCT00000000923
ENSSSCG00000010725	HMX2	ENSSSCT00000011736
ENSSSCG00000011720	MBNL1	ENSSSCT00000012830
ENSSSCG00000008202	CNNM4	ENSSSCT00000008983
ENSSSCG00000000933	ALX1	ENSSSCT00000001019
ENSSSCG00000029836	NAN	ENSSSCT00000024820
ENSSSCG00000013286	LRRC4C	ENSSSCT00000014510
ENSSSCG00000009680	EXTL3	ENSSSCT00000010614
ENSSSCG00000008607	NAN	ENSSSCT00000009418
ENSSSCG00000010253	HK1	ENSSSCT00000011223
ENSSSCG00000026765	NAN	ENSSSCT00000030377,ENSSSCT00000025433
ENSSSCG00000016174	FN1	ENSSSCT00000017610
ENSSSCG00000028764	NAN	ENSSSCT00000024672
ENSSSCG00000026824	NAN	ENSSSCT00000025409
ENSSSCG00000012884	PPP6R3	ENSSSCT00000014085
ENSSSCG00000021859	NAN	ENSSSCT00000007023
ENSSSCG00000013653	ICAM5	ENSSSCT00000014917
ENSSSCG00000011237	PDCD6IP	ENSSSCT00000012304
ENSSSCG00000011886	ARGFX	ENSSSCT00000013003
ENSSSCG00000010144	ACTN2	ENSSSCT00000011106
ENSSSCG00000013001	MRPL49	ENSSSCT00000014212
ENSSSCG00000026143	NAN	ENSSSCT00000030139
ENSSSCG00000004157	IL20RA	ENSSSCT00000004596,ENSSSCT00000036534
ENSSSCG00000024121	RNF151	ENSSSCT00000022774
ENSSSCG00000010013	NAN	ENSSSCT00000010970
ENSSSCG00000020754	CD3EAP	ENSSSCT00000024544
ENSSSCG00000028739	CEBPB	ENSSSCT00000030559
ENSSSCG00000008584	NAN	ENSSSCT00000009394
ENSSSCG00000006578	S100A4	ENSSSCT00000007206,ENSSSCT00000033355,ENSSSCT00000036655,ENSSSCT00000032670,ENSSSCT00000035878
ENSSSCG00000025723	NAN	ENSSSCT00000025055
ENSSSCG00000012852	CDHR5	ENSSSCT00000014048
ENSSSCG00000028496	NAN	ENSSSCT00000025415
ENSSSCG00000022984	CU468857.12	ENSSSCT00000028745
ENSSSCG00000018052	NT5M	ENSSSCT00000019647
ENSSSCG00000027664	REPIN1	ENSSSCT00000026376,ENSSSCT00000024421
ENSSSCG00000006842	NAN	ENSSSCT00000025132,ENSSSCT00000007493
ENSSSCG00000002170	NAN	ENSSSCT00000002424
ENSSSCG00000006783	DDX20	ENSSSCT00000007430
ENSSSCG00000005611	ZNF79	ENSSSCT00000006170
ENSSSCG00000026488	UBE2E1	ENSSSCT00000026012
ENSSSCG00000007498	FAM209B	ENSSSCT00000008208
ENSSSCG00000011130	NAN	ENSSSCT00000012182
ENSSSCG00000003318	GALP	ENSSSCT00000003683
ENSSSCG00000015071	SIK3	ENSSSCT00000016437,ENSSSCT00000025641
ENSSSCG00000025550	CHN1	ENSSSCT00000030212
ENSSSCG00000028057	NAN	ENSSSCT00000030187
ENSSSCG00000026061	FAM186A	ENSSSCT00000024598
ENSSSCG00000027718	NAN	ENSSSCT00000026057
ENSSSCG00000009161	NAN	ENSSSCT00000010033
ENSSSCG00000026787	LSM1	ENSSSCT00000027118
ENSSSCG00000005023	ABHD12B	ENSSSCT00000023698,ENSSSCT00000005539
ENSSSCG00000026832	CSF1	ENSSSCT00000032181
ENSSSCG00000005097	SNAPC1	ENSSSCT00000005619
ENSSSCG00000023084	NAN	ENSSSCT00000013960
ENSSSCG00000006372	ARHGAP30	ENSSSCT00000006982
ENSSSCG00000011599	GRIP2	ENSSSCT00000012696
ENSSSCG00000009866	NAN	ENSSSCT00000010814
ENSSSCG00000026794	SIRT2	ENSSSCT00000022319
ENSSSCG00000025468	NAN	ENSSSCT00000030325
ENSSSCG00000007334	SRC	ENSSSCT00000034998,ENSSSCT00000033033,ENSSSCT00000033397,ENSSSCT00000008025
ENSSSCG00000007199	SLC52A3	ENSSSCT00000007878
ENSSSCG00000025406	PIK3C2A	ENSSSCT00000024535
ENSSSCG00000000808	NAN	ENSSSCT00000000877
ENSSSCG00000010892	KCNT2	ENSSSCT00000011916
ENSSSCG00000008406	CCDC88A	ENSSSCT00000009203,ENSSSCT00000032254
ENSSSCG00000005924	NAN	ENSSSCT00000031382,ENSSSCT00000006504
ENSSSCG00000007258	NAN	ENSSSCT00000007941
ENSSSCG00000009566	NAN	ENSSSCT00000010487
ENSSSCG00000021923	NAN	ENSSSCT00000024000
ENSSSCG00000015892	PSMD14	ENSSSCT00000017304
ENSSSCG00000001657	CUL7	ENSSSCT00000001847
ENSSSCG00000015891	TBR1	ENSSSCT00000017303
ENSSSCG00000028337	NAN	ENSSSCT00000029066
ENSSSCG00000006643	ANXA9	ENSSSCT00000007279
ENSSSCG00000010931	KLHL12	ENSSSCT00000011963
ENSSSCG00000010884	NAN	ENSSSCT00000025284,ENSSSCT00000011908
ENSSSCG00000021440	NAN	ENSSSCT00000023502
ENSSSCG00000028623	RARRES1	ENSSSCT00000023744
ENSSSCG00000014013	RNF130	ENSSSCT00000034792,ENSSSCT00000015306,ENSSSCT00000035144
ENSSSCG00000021341	NAN	ENSSSCT00000027365
ENSSSCG00000013992	ARF3	ENSSSCT00000015283
ENSSSCG00000021254	DLG5	ENSSSCT00000024295
ENSSSCG00000007754	ITGAM	ENSSSCT00000008501
ENSSSCG00000014240	CSNK1G3	ENSSSCT00000015560
ENSSSCG00000000696	NOP2	ENSSSCT00000000758
ENSSSCG00000016871	CCL28	ENSSSCT00000018375
ENSSSCG00000005638	NAN	ENSSSCT00000006200
ENSSSCG00000001765	ADAMTS7	ENSSSCT00000001974
ENSSSCG00000021244	NAN	ENSSSCT00000017577
ENSSSCG00000000244	PPBP	ENSSSCT00000000263
ENSSSCG00000011784	HTR3D	ENSSSCT00000012896
ENSSSCG00000005784	NAN	ENSSSCT00000006360
ENSSSCG00000009444	OLFM4	ENSSSCT00000010352
ENSSSCG00000013106	PTGDR2	ENSSSCT00000036482,ENSSSCT00000014326
ENSSSCG00000016726	ADCY1	ENSSSCT00000018207
ENSSSCG00000024929	NAN	ENSSSCT00000022803
ENSSSCG00000028820	NAN	ENSSSCT00000027440
ENSSSCG00000011570	IRAK2	ENSSSCT00000012662
ENSSSCG00000008088	IL1B1	ENSSSCT00000008861
ENSSSCG00000005364	TDRD7	ENSSSCT00000005904
ENSSSCG00000001471	BRD2	ENSSSCT00000034417,ENSSSCT00000001637,ENSSSCT00000032613,ENSSSCT00000033075
ENSSSCG00000024457	NAN	ENSSSCT00000025369
ENSSSCG00000012767	HAUS7	ENSSSCT00000013957
ENSSSCG00000021630	NAN	ENSSSCT00000023270
ENSSSCG00000027860	NAN	ENSSSCT00000022458
ENSSSCG00000000580	RECQL	ENSSSCT00000000624
ENSSSCG00000011101	ITGB1	ENSSSCT00000035813,ENSSSCT00000012148,ENSSSCT00000033219,ENSSSCT00000034074
ENSSSCG00000010254	TACR2	ENSSSCT00000011224
ENSSSCG00000002967	CAPN12	ENSSSCT00000003291
ENSSSCG00000001088	ATP6V1G1	ENSSSCT00000001184
ENSSSCG00000005163	IFNB1	ENSSSCT00000005691
ENSSSCG00000024249	GABRR2	ENSSSCT00000028234
ENSSSCG00000007718	CLDN4	ENSSSCT00000033656,ENSSSCT00000008461
ENSSSCG00000011856	NAN	ENSSSCT00000012969
ENSSSCG00000014335	REEP2	ENSSSCT00000015662
ENSSSCG00000030316	NAN	ENSSSCT00000032201
ENSSSCG00000009243	THAP9	ENSSSCT00000010123
ENSSSCG00000022988	TSPEAR	ENSSSCT00000028457
ENSSSCG00000020999	LARP1B	ENSSSCT00000027641
ENSSSCG00000013532	NAN	ENSSSCT00000014779
ENSSSCG00000005533	PTGS1	ENSSSCT00000006084
ENSSSCG00000022248	OTOL1	ENSSSCT00000024441
ENSSSCG00000015093	CD3D	ENSSSCT00000034310,ENSSSCT00000034819,ENSSSCT00000016459,ENSSSCT00000036199,ENSSSCT00000033998
ENSSSCG00000002640	DEF8	ENSSSCT00000002930
ENSSSCG00000022338	NAN	ENSSSCT00000026150
ENSSSCG00000011646	KY	ENSSSCT00000012748
ENSSSCG00000000002	GTSE1	ENSSSCT00000000003
ENSSSCG00000014092	S100Z	ENSSSCT00000015393,ENSSSCT00000036069
ENSSSCG00000030263	CHRNB1	ENSSSCT00000029953
ENSSSCG00000024816	NAN	ENSSSCT00000026517
ENSSSCG00000015175	VWA5A	ENSSSCT00000026868,ENSSSCT00000016541
ENSSSCG00000026538	MSGN1	ENSSSCT00000028291
ENSSSCG00000014894	NAN	ENSSSCT00000016249
ENSSSCG00000004898	TNFRSF11A	ENSSSCT00000028414,ENSSSCT00000005404,ENSSSCT00000036304,ENSSSCT00000032931
ENSSSCG00000003485	RCC2	ENSSSCT00000003871
ENSSSCG00000016104	TRAK2	ENSSSCT00000017534
ENSSSCG00000007973	IL9R	ENSSSCT00000008736
ENSSSCG00000015648	EIF2D	ENSSSCT00000017045
ENSSSCG00000016476	TRBV21OR9-2	ENSSSCT00000017940
ENSSSCG00000010393	C10orf53	ENSSSCT00000011377
ENSSSCG00000029240	KCNMB3	ENSSSCT00000026447
ENSSSCG00000007774	CTF1	ENSSSCT00000008521
ENSSSCG00000005860	NAN	ENSSSCT00000006439
ENSSSCG00000016900	NAN	ENSSSCT00000018405
ENSSSCG00000014313	NAN	ENSSSCT00000015637
ENSSSCG00000009909	COX6A1	ENSSSCT00000010859
ENSSSCG00000016423	DPP6	ENSSSCT00000017884
ENSSSCG00000007377	KCNK15	ENSSSCT00000008075
ENSSSCG00000002418	FLRT2	ENSSSCT00000002687
ENSSSCG00000021641	PDGFB	ENSSSCT00000029224
ENSSSCG00000012254	GPR82	ENSSSCT00000033066,ENSSSCT00000013400
ENSSSCG00000023164	CCNDBP1	ENSSSCT00000031876
ENSSSCG00000026478	PADI2	ENSSSCT00000027772
ENSSSCG00000001430	ATF6B	ENSSSCT00000032760,ENSSSCT00000036323,ENSSSCT00000001575,ENSSSCT00000034275,ENSSSCT00000032970
ENSSSCG00000012754	GABRE	ENSSSCT00000013944
ENSSSCG00000002490	GSC	ENSSSCT00000002768
ENSSSCG00000011074	ARHGAP21	ENSSSCT00000012118,ENSSSCT00000029464,ENSSSCT00000028075
ENSSSCG00000001444	NAN	ENSSSCT00000001598,ENSSSCT00000023578
ENSSSCG00000009490	DCT	ENSSSCT00000010405
ENSSSCG00000024246	NAN	ENSSSCT00000009648
ENSSSCG00000013736	PRDX2	ENSSSCT00000015010
ENSSSCG00000011875	PARP15	ENSSSCT00000012989
ENSSSCG00000024918	NAN	ENSSSCT00000001265
ENSSSCG00000006936	ODF2L	ENSSSCT00000007600,ENSSSCT00000007599
ENSSSCG00000030699	NAN	ENSSSCT00000027256
ENSSSCG00000017952	SAT2	ENSSSCT00000019536
ENSSSCG00000012003	NAN	ENSSSCT00000013134
ENSSSCG00000014367	SLC35A4	ENSSSCT00000015697
ENSSSCG00000021834	ERCC6L	ENSSSCT00000023457
ENSSSCG00000015098	CXCR5	ENSSSCT00000016464
ENSSSCG00000024842	NAN	ENSSSCT00000024645
ENSSSCG00000009246	ENOPH1	ENSSSCT00000010126
ENSSSCG00000013980	NAN	ENSSSCT00000015270
ENSSSCG00000013291	TRAF6	ENSSSCT00000033272,ENSSSCT00000033074,ENSSSCT00000014516,ENSSSCT00000036409
ENSSSCG00000008991	FRAS1	ENSSSCT00000034106,ENSSSCT00000036572,ENSSSCT00000009848,ENSSSCT00000036677,ENSSSCT00000035036,ENSSSCT00000034559,ENSSSCT00000033980
ENSSSCG00000007362	SRSF6	ENSSSCT00000008057
ENSSSCG00000017675	NAN	ENSSSCT00000019239
ENSSSCG00000005758	GLT6D1	ENSSSCT00000006334
ENSSSCG00000009977	RASL10A	ENSSSCT00000010933
ENSSSCG00000015030	DLAT	ENSSSCT00000016395
ENSSSCG00000015911	SCN3A	ENSSSCT00000017325
ENSSSCG00000016517	SVOPL	ENSSSCT00000017985
ENSSSCG00000011245	NAN	ENSSSCT00000012312
ENSSSCG00000023117	NAN	ENSSSCT00000027045
ENSSSCG00000011050	MEIG1	ENSSSCT00000012094
ENSSSCG00000013223	NUP160	ENSSSCT00000014443
ENSSSCG00000000370	NAN	ENSSSCT00000000393
ENSSSCG00000030665	NAN	ENSSSCT00000026481
ENSSSCG00000004012	THBS2	ENSSSCT00000004436
ENSSSCG00000026023	NAN	ENSSSCT00000025093
ENSSSCG00000012137	BMX	ENSSSCT00000013276,ENSSSCT00000032788,ENSSSCT00000032899,ENSSSCT00000032990,ENSSSCT00000032677
ENSSSCG00000002187	OR4K17	ENSSSCT00000002442
ENSSSCG00000007079	FLRT3	ENSSSCT00000035207,ENSSSCT00000007750,ENSSSCT00000034260
ENSSSCG00000012642	STAG2	ENSSSCT00000013823,ENSSSCT00000033242,ENSSSCT00000033199
ENSSSCG00000008532	NAN	ENSSSCT00000009336
ENSSSCG00000002039	MMP14	ENSSSCT00000002281
ENSSSCG00000003391	CA6	ENSSSCT00000003762
ENSSSCG00000022402	GRAMD3	ENSSSCT00000022607
ENSSSCG00000010441	NAN	ENSSSCT00000011426
ENSSSCG00000008036	SYNGR3	ENSSSCT00000008805
ENSSSCG00000002985	LEUTX	ENSSSCT00000003316
ENSSSCG00000004027	PDE10A	ENSSSCT00000004453
ENSSSCG00000005310	TESK1	ENSSSCT00000005848
ENSSSCG00000013002	NAN	ENSSSCT00000014213
ENSSSCG00000009574	NAN	ENSSSCT00000010495
ENSSSCG00000027446	NAN	ENSSSCT00000028874
ENSSSCG00000003608	LCK	ENSSSCT00000004003
ENSSSCG00000023769	S100A2	ENSSSCT00000029958,ENSSSCT00000027566
ENSSSCG00000010770	KNDC1	ENSSSCT00000011784
ENSSSCG00000029681	NAN	ENSSSCT00000000329
ENSSSCG00000023299	NAN	ENSSSCT00000026052
ENSSSCG00000014567	TRIM66	ENSSSCT00000015917,ENSSSCT00000032964
ENSSSCG00000005255	NAN	ENSSSCT00000005790
ENSSSCG00000021042	BRWD3	ENSSSCT00000025909
ENSSSCG00000021564	IRX5	ENSSSCT00000026799
ENSSSCG00000029447	NAN	ENSSSCT00000031302
ENSSSCG00000025188	NAN	ENSSSCT00000028665
ENSSSCG00000006999	ZFP42	ENSSSCT00000007665
ENSSSCG00000009692	PINX1	ENSSSCT00000010627
ENSSSCG00000004119	GRM1	ENSSSCT00000004554
ENSSSCG00000013849	TPM4	ENSSSCT00000015127
ENSSSCG00000012749	PASD1	ENSSSCT00000013939
ENSSSCG00000008994	RBM46	ENSSSCT00000009851
ENSSSCG00000002384	NAN	ENSSSCT00000002651
ENSSSCG00000015492	DARS2	ENSSSCT00000016876
ENSSSCG00000030126	NAN	ENSSSCT00000029786
ENSSSCG00000027575	RELB	ENSSSCT00000023149
ENSSSCG00000001297	NAN	ENSSSCT00000001412
ENSSSCG00000015023	NAN	ENSSSCT00000016387
ENSSSCG00000015011	DDX10	ENSSSCT00000016375
ENSSSCG00000008111	NPHP1	ENSSSCT00000008887,ENSSSCT00000035691,ENSSSCT00000032758
ENSSSCG00000022154	NAN	ENSSSCT00000026596
ENSSSCG00000029291	NAN	ENSSSCT00000025717
ENSSSCG00000013063	NAN	ENSSSCT00000014279
ENSSSCG00000025258	WFIKKN1	ENSSSCT00000028154
ENSSSCG00000007578	MMD2	ENSSSCT00000008317
ENSSSCG00000012845	CEND1	ENSSSCT00000014040
ENSSSCG00000006088	SDC2	ENSSSCT00000006679
ENSSSCG00000016153	UNC80	ENSSSCT00000030483,ENSSSCT00000017586
ENSSSCG00000024563	CEP83	ENSSSCT00000032383,ENSSSCT00000024929
ENSSSCG00000022700	NAN	ENSSSCT00000024333
ENSSSCG00000020817	NAN	ENSSSCT00000024602
ENSSSCG00000023193	NAN	ENSSSCT00000022439
ENSSSCG00000022301	EIF4EBP1	ENSSSCT00000030660
ENSSSCG00000005858	RNF208	ENSSSCT00000006437
ENSSSCG00000030689	NAN	ENSSSCT00000029607
ENSSSCG00000006458	FCRL4	ENSSSCT00000007075
ENSSSCG00000013781	NAN	ENSSSCT00000015058
ENSSSCG00000001705	TCTE1	ENSSSCT00000001905
ENSSSCG00000003783	FPGT	ENSSSCT00000004186
ENSSSCG00000030632	UBE2V1	ENSSSCT00000029578
ENSSSCG00000016789	NAN	ENSSSCT00000018276
ENSSSCG00000015430	RINT1	ENSSSCT00000016810
ENSSSCG00000005671	CRAT	ENSSSCT00000006234
ENSSSCG00000001404	TNF	ENSSSCT00000001533
ENSSSCG00000015380	CDCA7L	ENSSSCT00000016755
ENSSSCG00000007437	SLC12A5	ENSSSCT00000008141
ENSSSCG00000012036	C21orf59	ENSSSCT00000013168
ENSSSCG00000014362	HBEGF	ENSSSCT00000015692
ENSSSCG00000024444	DDX59	ENSSSCT00000031167
ENSSSCG00000010964	NAN	ENSSSCT00000012001
ENSSSCG00000022414	NAN	ENSSSCT00000024040
ENSSSCG00000023587	NAN	ENSSSCT00000029812
ENSSSCG00000021150	NAN	ENSSSCT00000030055
ENSSSCG00000015866	FMNL2	ENSSSCT00000017277,ENSSSCT00000028547,ENSSSCT00000023011
ENSSSCG00000026925	EMC4	ENSSSCT00000029279
ENSSSCG00000010520	MMS19	ENSSSCT00000011510
ENSSSCG00000022516	NAN	ENSSSCT00000028877
ENSSSCG00000017256	NAN	ENSSSCT00000018785
ENSSSCG00000025200	UBIAD1	ENSSSCT00000029758
ENSSSCG00000015520	NAN	ENSSSCT00000016907
ENSSSCG00000029636	NAN	ENSSSCT00000032325
ENSSSCG00000022668	ZFP1	ENSSSCT00000031098
ENSSSCG00000016817	NAN	ENSSSCT00000018310
ENSSSCG00000029824	TFAM	ENSSSCT00000026177
ENSSSCG00000017935	NAN	ENSSSCT00000019519
ENSSSCG00000021256	NAN	ENSSSCT00000013632
ENSSSCG00000002476	SERPINA1	ENSSSCT00000002750
ENSSSCG00000023535	NAN	ENSSSCT00000024201
ENSSSCG00000001515	ZBTB9	ENSSSCT00000001688
ENSSSCG00000021249	NAN	ENSSSCT00000022864
ENSSSCG00000017465	NAN	ENSSSCT00000030999,ENSSSCT00000019013
ENSSSCG00000027469	NAN	ENSSSCT00000025352
ENSSSCG00000010475	NAN	ENSSSCT00000011463
ENSSSCG00000028626	NAN	ENSSSCT00000031006
ENSSSCG00000006205	MCMDC2	ENSSSCT00000006800
ENSSSCG00000010599	NAN	ENSSSCT00000011593,ENSSSCT00000011594
ENSSSCG00000026955	ACER2	ENSSSCT00000030545
ENSSSCG00000009520	ZIC2	ENSSSCT00000010438
ENSSSCG00000015285	LRRN2	ENSSSCT00000016656
ENSSSCG00000003926	BTBD19	ENSSSCT00000004342
ENSSSCG00000007452	TP53RK	ENSSSCT00000008156
ENSSSCG00000016510	UBN2	ENSSSCT00000017975
ENSSSCG00000012029	BACH1	ENSSSCT00000013161
ENSSSCG00000010000	NAN	ENSSSCT00000010957
ENSSSCG00000008376	COMMD1	ENSSSCT00000009171
ENSSSCG00000024607	NAN	ENSSSCT00000015834
ENSSSCG00000026710	CARHSP1	ENSSSCT00000026974
ENSSSCG00000030602	NAN	ENSSSCT00000030820
ENSSSCG00000026354	NAN	ENSSSCT00000024330
ENSSSCG00000007189	SDCBP2	ENSSSCT00000023137,ENSSSCT00000007866
ENSSSCG00000008486	GALM	ENSSSCT00000009288
ENSSSCG00000017706	HEATR9	ENSSSCT00000019272
ENSSSCG00000011018	NAN	ENSSSCT00000012060
ENSSSCG00000005092	SLC38A6	ENSSSCT00000005612
ENSSSCG00000007602	BAIAP2L1	ENSSSCT00000008342
ENSSSCG00000030506	NAN	ENSSSCT00000001423
ENSSSCG00000022546	NAN	ENSSSCT00000024176
ENSSSCG00000016094	BZW1	ENSSSCT00000017522
ENSSSCG00000004998	NAN	ENSSSCT00000005513
ENSSSCG00000016658	ANLN	ENSSSCT00000018136
ENSSSCG00000004189	TAAR9	ENSSSCT00000004628
ENSSSCG00000023361	MRPS36	ENSSSCT00000027480
ENSSSCG00000014390	FCHSD1	ENSSSCT00000028864,ENSSSCT00000015727
ENSSSCG00000007970	POLR3K	ENSSSCT00000008733
ENSSSCG00000029385	LIAS	ENSSSCT00000022874
ENSSSCG00000009641	SLC25A37	ENSSSCT00000010569
ENSSSCG00000028158	NAN	ENSSSCT00000024596
ENSSSCG00000014560	COX8H	ENSSSCT00000015910
ENSSSCG00000008971	USO1	ENSSSCT00000009826
ENSSSCG00000005855	EXD3	ENSSSCT00000006434
ENSSSCG00000014806	ANAPC15	ENSSSCT00000016157
ENSSSCG00000003417	PTCHD2	ENSSSCT00000003790
ENSSSCG00000016309	UGT1A1	ENSSSCT00000017762
ENSSSCG00000012621	UBE2A	ENSSSCT00000013800
ENSSSCG00000028339	NAN	ENSSSCT00000026090
ENSSSCG00000027221	NAN	ENSSSCT00000029842
ENSSSCG00000006779	ST7L	ENSSSCT00000007425
ENSSSCG00000007683	NAN	ENSSSCT00000008424
ENSSSCG00000014202	STARD4	ENSSSCT00000015517
ENSSSCG00000027306	NAN	ENSSSCT00000029062
ENSSSCG00000003697	NAN	ENSSSCT00000004096
ENSSSCG00000008066	ZNF484	ENSSSCT00000008839
ENSSSCG00000029716	WDR5B	ENSSSCT00000030357
ENSSSCG00000021283	NAN	ENSSSCT00000030502
ENSSSCG00000006024	EBAG9	ENSSSCT00000006611
ENSSSCG00000009209	NAP1L5	ENSSSCT00000010083
ENSSSCG00000030396	SETD7	ENSSSCT00000023019
ENSSSCG00000002072	NAN	ENSSSCT00000002316
ENSSSCG00000010235	SIRT1	ENSSSCT00000011202
ENSSSCG00000018075	COX1	ENSSSCT00000019670
ENSSSCG00000017299	MARCH10	ENSSSCT00000018835,ENSSSCT00000023789
ENSSSCG00000016604	WASL	ENSSSCT00000018077
ENSSSCG00000000234	GRASP	ENSSSCT00000000253
ENSSSCG00000008985	SOWAHB	ENSSSCT00000009842
ENSSSCG00000021309	NAN	ENSSSCT00000030385
ENSSSCG00000020954	NAN	ENSSSCT00000027723
ENSSSCG00000025816	NAN	ENSSSCT00000027550
ENSSSCG00000022600	NAN	ENSSSCT00000026036
ENSSSCG00000000714	NTF3	ENSSSCT00000000777
ENSSSCG00000029763	IFI35	ENSSSCT00000022593
ENSSSCG00000016291	NAN	ENSSSCT00000017740
ENSSSCG00000030051	UABP-2	ENSSSCT00000002756,ENSSSCT00000024160
ENSSSCG00000025780	HMGXB4	ENSSSCT00000027184
ENSSSCG00000016599	GPR37	ENSSSCT00000018072
ENSSSCG00000002709	NAN	ENSSSCT00000003003
ENSSSCG00000030682	TMEM57	ENSSSCT00000029593
ENSSSCG00000005950	PHF20L1	ENSSSCT00000006533,ENSSSCT00000033933,ENSSSCT00000032600,ENSSSCT00000035585,ENSSSCT00000035236
ENSSSCG00000030137	LMNTD2	ENSSSCT00000032261
ENSSSCG00000011941	IFT57	ENSSSCT00000013066
ENSSSCG00000005663	CCBL1	ENSSSCT00000006226
ENSSSCG00000014575	SCUBE2	ENSSSCT00000015925
ENSSSCG00000021058	NAN	ENSSSCT00000024210
ENSSSCG00000004339	UFL1	ENSSSCT00000004795
ENSSSCG00000004369	NAN	ENSSSCT00000004830
ENSSSCG00000016486	NAN	ENSSSCT00000017950
ENSSSCG00000030435	NAN	ENSSSCT00000027775
ENSSSCG00000003166	NAN	ENSSSCT00000003516
ENSSSCG00000030595	NAN	ENSSSCT00000032468
ENSSSCG00000001544	TEAD3	ENSSSCT00000001722
ENSSSCG00000009024	NAN	ENSSSCT00000009883
ENSSSCG00000025584	NAN	ENSSSCT00000027989,ENSSSCT00000030067
ENSSSCG00000024114	NAN	ENSSSCT00000026887
ENSSSCG00000012179	NAN	ENSSSCT00000013323
ENSSSCG00000030697	CAPN7	ENSSSCT00000022738
ENSSSCG00000029918	CEPT1	ENSSSCT00000023214
ENSSSCG00000016173	ATIC	ENSSSCT00000017609
ENSSSCG00000027667	EML1	ENSSSCT00000031136
ENSSSCG00000011447	SPCS1	ENSSSCT00000012527
ENSSSCG00000016154	NAN	ENSSSCT00000017587
