ENSOCUG00000017200	PDZD4	ENSOCUT00000017201
ENSOCUG00000011765	CC2D2A	ENSOCUT00000031544
ENSOCUG00000023503	NAN	ENSOCUT00000026465
ENSOCUG00000021106	HNRNPA3	ENSOCUT00000009065
ENSOCUG00000004030	NAN	ENSOCUT00000004031,ENSOCUT00000004036
ENSOCUG00000006062	COL4A3BP	ENSOCUT00000006064
ENSOCUG00000010627	DENND1C	ENSOCUT00000010626
ENSOCUG00000014520	CAV1	ENSOCUT00000014518
ENSOCUG00000000385	DYRK1B	ENSOCUT00000021761
ENSOCUG00000006838	SDC3	ENSOCUT00000006836
ENSOCUG00000024528	NAN	ENSOCUT00000027004
ENSOCUG00000023412	SAMD5	ENSOCUT00000027063
ENSOCUG00000003809	KLF11	ENSOCUT00000003809
ENSOCUG00000009020	CSRNP2	ENSOCUT00000009018
ENSOCUG00000003079	RGS9	ENSOCUT00000003086
ENSOCUG00000017356	CLPB	ENSOCUT00000027369
ENSOCUG00000026045	NAN	ENSOCUT00000009682
ENSOCUG00000023815	RFX1	ENSOCUT00000029739
ENSOCUG00000011916	SNTA1	ENSOCUT00000011913
ENSOCUG00000003823	SYTL3	ENSOCUT00000003824
ENSOCUG00000002630	HAPLN1	ENSOCUT00000002628
ENSOCUG00000025684	C11orf94	ENSOCUT00000031489
ENSOCUG00000016696	TTLL9	ENSOCUT00000021098,ENSOCUT00000016700
ENSOCUG00000006967	PPP1R21	ENSOCUT00000030821
ENSOCUG00000011778	NAN	ENSOCUT00000011770
ENSOCUG00000009770	CCDC83	ENSOCUT00000009771
ENSOCUG00000021436	NAN	ENSOCUT00000031049
ENSOCUG00000029733	NAN	ENSOCUT00000033535
ENSOCUG00000004502	RAB11FIP1	ENSOCUT00000004503
ENSOCUG00000011168	TMEM87A	ENSOCUT00000030167,ENSOCUT00000011168
ENSOCUG00000002972	PAQR5	ENSOCUT00000015060,ENSOCUT00000002971
ENSOCUG00000017748	SPG20	ENSOCUT00000017747
ENSOCUG00000025732	PRLH	ENSOCUT00000024511
ENSOCUG00000026148	KBTBD8	ENSOCUT00000026920,ENSOCUT00000022912
ENSOCUG00000006422	STARD4	ENSOCUT00000006421
ENSOCUG00000023329	NAN	ENSOCUT00000023997
ENSOCUG00000015405	BAG4	ENSOCUT00000015404
ENSOCUG00000009535	DYNC1LI1	ENSOCUT00000009533
ENSOCUG00000013765	SNX9	ENSOCUT00000013771
ENSOCUG00000013502	SLC15A5	ENSOCUT00000013496
ENSOCUG00000023515	ARPC1A	ENSOCUT00000021509
ENSOCUG00000024022	NAN	ENSOCUT00000025338
ENSOCUG00000000105	SPECC1L	ENSOCUT00000000105
ENSOCUG00000012389	CCDC126	ENSOCUT00000012385
ENSOCUG00000009888	NAN	ENSOCUT00000009881
ENSOCUG00000023548	NAN	ENSOCUT00000027420
ENSOCUG00000022131	GTF2I	ENSOCUT00000027761
ENSOCUG00000006863	SERPINB8	ENSOCUT00000006862
ENSOCUG00000012411	UHMK1	ENSOCUT00000012408
ENSOCUG00000014729	CUL2	ENSOCUT00000014741
ENSOCUG00000021032	NAN	ENSOCUT00000021991
ENSOCUG00000024350	TMEM200C	ENSOCUT00000021328
ENSOCUG00000010418	SAP30	ENSOCUT00000010417
ENSOCUG00000014117	HSPA12A	ENSOCUT00000027812
ENSOCUG00000006093	NAN	ENSOCUT00000006092
ENSOCUG00000007390	NAN	ENSOCUT00000007386
ENSOCUG00000007660	NAN	ENSOCUT00000007660
ENSOCUG00000027672	PPFIA4	ENSOCUT00000029390
ENSOCUG00000025200	NAN	ENSOCUT00000024159
ENSOCUG00000012717	NAN	ENSOCUT00000012718
ENSOCUG00000014880	RNF10	ENSOCUT00000014881
ENSOCUG00000009911	SLC9A9	ENSOCUT00000009911
ENSOCUG00000015540	ADAT1	ENSOCUT00000015536
ENSOCUG00000013596	SLC4A7	ENSOCUT00000013606
ENSOCUG00000027013	NAN	ENSOCUT00000025465
ENSOCUG00000008677	NRN1	ENSOCUT00000008674
ENSOCUG00000014443	SERPINB7	ENSOCUT00000014443
ENSOCUG00000015357	BFSP2	ENSOCUT00000021378,ENSOCUT00000015353
ENSOCUG00000006409	TOP3A	ENSOCUT00000006415
ENSOCUG00000022824	NAN	ENSOCUT00000027940
ENSOCUG00000022293	COL26A1	ENSOCUT00000029276,ENSOCUT00000031454
ENSOCUG00000024145	NAN	ENSOCUT00000025349
ENSOCUG00000011821	TPM3	ENSOCUT00000011822
ENSOCUG00000011452	NAN	ENSOCUT00000011451
ENSOCUG00000024986	TRAV23DV6	ENSOCUT00000031256
ENSOCUG00000025418	ORYCUNV1R1624	ENSOCUT00000031263
ENSOCUG00000003011	LRRC53	ENSOCUT00000003011
ENSOCUG00000016417	RNF5	ENSOCUT00000016412
ENSOCUG00000004076	AGO4	ENSOCUT00000004079
ENSOCUG00000029630	FAM150B	ENSOCUT00000033598
ENSOCUG00000005206	SEC16B	ENSOCUT00000005216
ENSOCUG00000012993	PCGF5	ENSOCUT00000012991
ENSOCUG00000004864	CASK	ENSOCUT00000004869
ENSOCUG00000029230	NAN	ENSOCUT00000034037
ENSOCUG00000029390	PTGES3L	ENSOCUT00000024447
ENSOCUG00000010076	ABI1	ENSOCUT00000010076
ENSOCUG00000015940	TAMM41	ENSOCUT00000027508
ENSOCUG00000002027	PRPF31	ENSOCUT00000002029
ENSOCUG00000027240	NAN	ENSOCUT00000027462
ENSOCUG00000015713	TMEM132A	ENSOCUT00000026231
ENSOCUG00000024190	NAN	ENSOCUT00000031697
ENSOCUG00000014919	SNX12	ENSOCUT00000014911
ENSOCUG00000006392	NAN	ENSOCUT00000006390
ENSOCUG00000003887	FAM179A	ENSOCUT00000003885
ENSOCUG00000016540	ACAA2	ENSOCUT00000016538
ENSOCUG00000025994	NAN	ENSOCUT00000014038
ENSOCUG00000017726	ITGA11	ENSOCUT00000017727
ENSOCUG00000011937	KIF3A	ENSOCUT00000027837
ENSOCUG00000017109	TTC39C	ENSOCUT00000017118
ENSOCUG00000015260	TUBG2	ENSOCUT00000015259
ENSOCUG00000003386	OR6C74	ENSOCUT00000003383
ENSOCUG00000024485	RAP1GAP	ENSOCUT00000025943
ENSOCUG00000016884	HTR5BP	ENSOCUT00000016877
ENSOCUG00000000034	ELP3	ENSOCUT00000000034
ENSOCUG00000017697	OR6K6	ENSOCUT00000017697
ENSOCUG00000005594	NAN	ENSOCUT00000005593
ENSOCUG00000023130	NAN	ENSOCUT00000028031
ENSOCUG00000014135	SUCNR1	ENSOCUT00000014131
ENSOCUG00000025900	ADAM6A	ENSOCUT00000028945
ENSOCUG00000000341	RGS6	ENSOCUT00000000341
ENSOCUG00000004716	WDR19	ENSOCUT00000004727
ENSOCUG00000005228	NKD1	ENSOCUT00000005227
ENSOCUG00000012429	NAN	ENSOCUT00000012426
ENSOCUG00000027443	FASN	ENSOCUT00000022126
ENSOCUG00000008622	TRAPPC9	ENSOCUT00000008628
ENSOCUG00000015281	C2orf81	ENSOCUT00000015281
ENSOCUG00000013658	NAN	ENSOCUT00000013656
ENSOCUG00000001679	NAN	ENSOCUT00000001681
ENSOCUG00000026674	NAN	ENSOCUT00000030047
ENSOCUG00000026917	SFRP1	ENSOCUT00000023915
ENSOCUG00000015058	NAN	ENSOCUT00000015053
ENSOCUG00000022899	LLGL2	ENSOCUT00000026527
ENSOCUG00000025460	RASSF1	ENSOCUT00000025791
ENSOCUG00000026784	PRKD2	ENSOCUT00000021630
ENSOCUG00000014369	GCNT2	ENSOCUT00000014363
ENSOCUG00000025911	NAN	ENSOCUT00000028241
ENSOCUG00000022350	CLOCK	ENSOCUT00000021439
ENSOCUG00000014545	PSEN1	ENSOCUT00000014544
ENSOCUG00000003922	DYDC2	ENSOCUT00000027986,ENSOCUT00000003920
ENSOCUG00000017844	NAN	ENSOCUT00000007813
ENSOCUG00000000811	ZFPL1	ENSOCUT00000000811
ENSOCUG00000004260	TTPAL	ENSOCUT00000004258
ENSOCUG00000025412	NAN	ENSOCUT00000023986
ENSOCUG00000003822	FAM83B	ENSOCUT00000003822
ENSOCUG00000001174	B3GALNT1	ENSOCUT00000001174
ENSOCUG00000008098	CMTR1	ENSOCUT00000029832
ENSOCUG00000001039	SYNGAP1	ENSOCUT00000001039
ENSOCUG00000026408	NAN	ENSOCUT00000021478
ENSOCUG00000029754	TSACC	ENSOCUT00000033354
ENSOCUG00000013351	EFCAB10	ENSOCUT00000013348
ENSOCUG00000016831	SLC27A2	ENSOCUT00000016830
ENSOCUG00000023272	ABHD16A	ENSOCUT00000029159
ENSOCUG00000021000	TEX28	ENSOCUT00000027651
ENSOCUG00000024442	NAN	ENSOCUT00000022122
ENSOCUG00000007272	CCDC186	ENSOCUT00000007272
ENSOCUG00000027865	CYP11A1	ENSOCUT00000021511
ENSOCUG00000024889	FGF4	ENSOCUT00000032219
ENSOCUG00000029626	NAN	ENSOCUT00000033645
ENSOCUG00000022358	NAN	ENSOCUT00000022550
ENSOCUG00000025633	NAN	ENSOCUT00000025056
ENSOCUG00000015369	TLX2	ENSOCUT00000015360
ENSOCUG00000012900	RORA	ENSOCUT00000012902
ENSOCUG00000024179	DUSP8	ENSOCUT00000026345
ENSOCUG00000014160	ATP7A	ENSOCUT00000014162
ENSOCUG00000000361	ARID3C	ENSOCUT00000021995,ENSOCUT00000000360
ENSOCUG00000008805	CDH1	ENSOCUT00000026316
ENSOCUG00000010893	GMEB1	ENSOCUT00000010894
ENSOCUG00000010077	KCTD19	ENSOCUT00000010075
ENSOCUG00000003897	PRIMPOL	ENSOCUT00000003898
ENSOCUG00000004368	NAN	ENSOCUT00000004366
ENSOCUG00000015685	SSX2IP	ENSOCUT00000015687
ENSOCUG00000015586	NAN	ENSOCUT00000015579
ENSOCUG00000006428	RPS6KA6	ENSOCUT00000006431
ENSOCUG00000005455	NLRP3	ENSOCUT00000005457
ENSOCUG00000022620	NAN	ENSOCUT00000028553
ENSOCUG00000003684	C16orf45	ENSOCUT00000003683
ENSOCUG00000025508	RELL2	ENSOCUT00000024580
ENSOCUG00000002278	PGS1	ENSOCUT00000002277
ENSOCUG00000009621	HSF2BP	ENSOCUT00000009621
ENSOCUG00000011405	GAS1	ENSOCUT00000011404
ENSOCUG00000013170	MARC1	ENSOCUT00000013168
ENSOCUG00000004387	NAN	ENSOCUT00000004385
ENSOCUG00000009293	NAN	ENSOCUT00000009295
ENSOCUG00000009913	NAN	ENSOCUT00000009913
ENSOCUG00000021362	HAUS3	ENSOCUT00000025340
ENSOCUG00000009198	ERMN	ENSOCUT00000033615,ENSOCUT00000009195
ENSOCUG00000022591	SSBP1	ENSOCUT00000021608
ENSOCUG00000029012	NAN	ENSOCUT00000033072
ENSOCUG00000006635	NDUFAF6	ENSOCUT00000006634
ENSOCUG00000013016	MAPK4	ENSOCUT00000013014
ENSOCUG00000002341	CAPG	ENSOCUT00000002339
ENSOCUG00000006522	PREB	ENSOCUT00000006524
ENSOCUG00000017425	MYO9A	ENSOCUT00000022379
ENSOCUG00000002587	TSHZ2	ENSOCUT00000002586
ENSOCUG00000029333	RP9	ENSOCUT00000033696
ENSOCUG00000026941	MEOX2	ENSOCUT00000023296,ENSOCUT00000024107
ENSOCUG00000025367	NAN	ENSOCUT00000030304
ENSOCUG00000028158	ATP6V1G2	ENSOCUT00000028340,ENSOCUT00000024647
ENSOCUG00000027254	ATP4B	ENSOCUT00000028473
ENSOCUG00000016429	ABT1	ENSOCUT00000016424
ENSOCUG00000024065	NARF	ENSOCUT00000021644,ENSOCUT00000023541
ENSOCUG00000013706	KIF16B	ENSOCUT00000013715
ENSOCUG00000005298	KLK11	ENSOCUT00000005295,ENSOCUT00000033651
ENSOCUG00000026468	BDKRB1	ENSOCUT00000026309
ENSOCUG00000016214	MRPS35	ENSOCUT00000016214
ENSOCUG00000004339	NAN	ENSOCUT00000004336
ENSOCUG00000023670	RAMP2	ENSOCUT00000026410
ENSOCUG00000022798	C2orf15	ENSOCUT00000026837
ENSOCUG00000014461	LPCAT3	ENSOCUT00000014462
ENSOCUG00000015307	SLC35F1	ENSOCUT00000015301
ENSOCUG00000024495	GTSF1	ENSOCUT00000028510
ENSOCUG00000007658	TRIM35	ENSOCUT00000007656
ENSOCUG00000001741	FTO	ENSOCUT00000001740
ENSOCUG00000008515	PLA2G15	ENSOCUT00000008512
ENSOCUG00000023484	HHIPL1	ENSOCUT00000028262
ENSOCUG00000001628	CHD2	ENSOCUT00000001632,ENSOCUT00000033515
ENSOCUG00000013725	FAM20A	ENSOCUT00000033785,ENSOCUT00000013727
ENSOCUG00000006950	CECR2	ENSOCUT00000006954
ENSOCUG00000016439	PBX2	ENSOCUT00000008078,ENSOCUT00000016436
ENSOCUG00000027488	NAN	ENSOCUT00000026124
ENSOCUG00000026640	SESN3	ENSOCUT00000027386
ENSOCUG00000023105	FAM101B	ENSOCUT00000021059,ENSOCUT00000031332
ENSOCUG00000007225	CRABP2	ENSOCUT00000007224
ENSOCUG00000017103	ACRV1	ENSOCUT00000017107
ENSOCUG00000029584	NAN	ENSOCUT00000002063
ENSOCUG00000011678	EXOC4	ENSOCUT00000011683
ENSOCUG00000010852	HSPB7	ENSOCUT00000010849
ENSOCUG00000000263	ZNF333	ENSOCUT00000000263
ENSOCUG00000003024	PANX3	ENSOCUT00000003022
ENSOCUG00000003434	DIRC2	ENSOCUT00000003433
ENSOCUG00000014614	MUC13	ENSOCUT00000014614
ENSOCUG00000009929	C3orf52	ENSOCUT00000009923
ENSOCUG00000014481	NAN	ENSOCUT00000014475
ENSOCUG00000017886	MRPL47	ENSOCUT00000033865,ENSOCUT00000017886
ENSOCUG00000009786	HADHA	ENSOCUT00000009789
ENSOCUG00000015650	TBC1D15	ENSOCUT00000015651
ENSOCUG00000029325	NAN	ENSOCUT00000033458
ENSOCUG00000005275	NPRL2	ENSOCUT00000005274
ENSOCUG00000008678	ENOSF1	ENSOCUT00000008679
ENSOCUG00000015439	RASGRP3	ENSOCUT00000033379,ENSOCUT00000015440
ENSOCUG00000029021	DECR2	ENSOCUT00000033093
ENSOCUG00000017828	MPG	ENSOCUT00000017827
ENSOCUG00000007730	LAD1	ENSOCUT00000007731
ENSOCUG00000005147	TMEM161B	ENSOCUT00000005147
ENSOCUG00000021272	TANGO2	ENSOCUT00000030342
ENSOCUG00000000204	NAN	ENSOCUT00000000204
ENSOCUG00000024944	GUCA1B	ENSOCUT00000028588
ENSOCUG00000009365	ST14	ENSOCUT00000009364
ENSOCUG00000007951	RNF181	ENSOCUT00000007949
ENSOCUG00000016448	CCL21	ENSOCUT00000027619
ENSOCUG00000009224	CRB2	ENSOCUT00000009228
ENSOCUG00000024656	NAN	ENSOCUT00000024018
ENSOCUG00000009179	DMTF1	ENSOCUT00000009180
ENSOCUG00000013477	FOPNL	ENSOCUT00000013472
ENSOCUG00000006737	NAN	ENSOCUT00000006738
ENSOCUG00000014260	TACO1	ENSOCUT00000014259
ENSOCUG00000022765	NAN	ENSOCUT00000025028
ENSOCUG00000014597	DNAL4	ENSOCUT00000014594
ENSOCUG00000006646	UBR3	ENSOCUT00000006645
ENSOCUG00000025931	RRP1B	ENSOCUT00000026236
ENSOCUG00000025025	AADACL3	ENSOCUT00000023627
ENSOCUG00000025063	FNDC9	ENSOCUT00000021444
ENSOCUG00000008002	CTNS	ENSOCUT00000008001
ENSOCUG00000001170	WBSCR16	ENSOCUT00000001170
ENSOCUG00000017671	ALKBH6	ENSOCUT00000017668
ENSOCUG00000028005	SRD5A3	ENSOCUT00000029157
ENSOCUG00000021912	NAN	ENSOCUT00000025201
ENSOCUG00000004187	PAX8	ENSOCUT00000004187,ENSOCUT00000030651
ENSOCUG00000003548	NAN	ENSOCUT00000003547
ENSOCUG00000029497	NAN	ENSOCUT00000033519
ENSOCUG00000006890	TMEM64	ENSOCUT00000022398,ENSOCUT00000006890
ENSOCUG00000004413	NAN	ENSOCUT00000004413
ENSOCUG00000004473	HYLS1	ENSOCUT00000004470
ENSOCUG00000005515	HIBCH	ENSOCUT00000005514
ENSOCUG00000029566	NAN	ENSOCUT00000033497
ENSOCUG00000004161	IL1RN	ENSOCUT00000021692
ENSOCUG00000006749	SLC14A2	ENSOCUT00000006750
ENSOCUG00000013846	NAN	ENSOCUT00000016105
ENSOCUG00000005294	RRAGD	ENSOCUT00000005291
ENSOCUG00000029075	ZNF582	ENSOCUT00000033104
ENSOCUG00000007700	GDAP1	ENSOCUT00000007699
ENSOCUG00000024950	NAN	ENSOCUT00000001275
ENSOCUG00000029396	FGF20	ENSOCUT00000033654
ENSOCUG00000000595	ZDHHC16	ENSOCUT00000000592
ENSOCUG00000002177	SERHL2	ENSOCUT00000002176
ENSOCUG00000025227	NAN	ENSOCUT00000023320
ENSOCUG00000008865	THSD7A	ENSOCUT00000008872
ENSOCUG00000014941	ZNF189	ENSOCUT00000014938
ENSOCUG00000009729	RNF43	ENSOCUT00000009731
ENSOCUG00000001823	NAN	ENSOCUT00000001821
ENSOCUG00000021108	NAN	ENSOCUT00000023117
ENSOCUG00000009225	MYOCD	ENSOCUT00000025881
ENSOCUG00000012195	SPATA25	ENSOCUT00000012195
ENSOCUG00000003875	DONSON	ENSOCUT00000003875
ENSOCUG00000001082	CLIP4	ENSOCUT00000001082
ENSOCUG00000003520	HLTF	ENSOCUT00000003522
ENSOCUG00000015692	GTF3C1	ENSOCUT00000015717
ENSOCUG00000010886	NUP107	ENSOCUT00000010890
ENSOCUG00000007726	ST6GAL2	ENSOCUT00000007726
ENSOCUG00000016904	PLXNC1	ENSOCUT00000016909
ENSOCUG00000029250	NAN	ENSOCUT00000022369
ENSOCUG00000009237	ALG13	ENSOCUT00000022372
ENSOCUG00000014608	FABP3	ENSOCUT00000014605
ENSOCUG00000009133	MUM1L1	ENSOCUT00000009131
ENSOCUG00000017275	TMCO2	ENSOCUT00000017274
ENSOCUG00000001499	PLEKHA4	ENSOCUT00000021492,ENSOCUT00000001503
ENSOCUG00000002835	CTGF	ENSOCUT00000002829
ENSOCUG00000010535	SPG7	ENSOCUT00000010537
ENSOCUG00000006754	HERC2	ENSOCUT00000006773
ENSOCUG00000017898	AURKA	ENSOCUT00000017898
ENSOCUG00000002715	ILVBL	ENSOCUT00000002714
ENSOCUG00000006270	RIPPLY1	ENSOCUT00000006267
ENSOCUG00000005537	RSPH9	ENSOCUT00000005536
ENSOCUG00000012418	FGF5	ENSOCUT00000012415
ENSOCUG00000002412	HOXD12	ENSOCUT00000002409
ENSOCUG00000002473	OLFML2A	ENSOCUT00000026776
ENSOCUG00000015196	AZIN1	ENSOCUT00000015207
ENSOCUG00000012386	DCUN1D1	ENSOCUT00000012384
ENSOCUG00000000407	DCT	ENSOCUT00000032087,ENSOCUT00000000405
ENSOCUG00000000959	CC2D1B	ENSOCUT00000000959
ENSOCUG00000002636	FAM160A1	ENSOCUT00000002633
ENSOCUG00000026544	NAN	ENSOCUT00000025645
ENSOCUG00000026628	BCL3	ENSOCUT00000023106
ENSOCUG00000029541	ZNF157	ENSOCUT00000033792
ENSOCUG00000003437	NAN	ENSOCUT00000003434
ENSOCUG00000010508	IDH2	ENSOCUT00000010507
ENSOCUG00000005952	BTBD10	ENSOCUT00000005949
ENSOCUG00000021141	APIP	ENSOCUT00000025282
ENSOCUG00000016946	KRCC1	ENSOCUT00000016937
ENSOCUG00000016480	GLIS1	ENSOCUT00000016477
ENSOCUG00000007635	NGFR	ENSOCUT00000007637
ENSOCUG00000012615	BMPER	ENSOCUT00000012620,ENSOCUT00000033156
ENSOCUG00000012909	ZP2	ENSOCUT00000012912
ENSOCUG00000010744	EPS15L1	ENSOCUT00000010750
ENSOCUG00000014840	IZUMO2	ENSOCUT00000014838
ENSOCUG00000000119	SLC51A	ENSOCUT00000000119
ENSOCUG00000028986	ZNF660	ENSOCUT00000033003
ENSOCUG00000001903	NOS2	ENSOCUT00000001908
ENSOCUG00000005685	TRIP11	ENSOCUT00000005686
ENSOCUG00000012793	CMC1	ENSOCUT00000012792
ENSOCUG00000021608	PDXK	ENSOCUT00000025964
ENSOCUG00000002072	TCAF2	ENSOCUT00000002074
ENSOCUG00000006726	NAN	ENSOCUT00000006724
ENSOCUG00000022399	NAN	ENSOCUT00000013210
ENSOCUG00000017707	P4HTM	ENSOCUT00000017704
ENSOCUG00000022114	NAN	ENSOCUT00000029192
ENSOCUG00000008757	MYOF	ENSOCUT00000008775
ENSOCUG00000013011	CDC42EP3	ENSOCUT00000013002
ENSOCUG00000025966	NAN	ENSOCUT00000026332
ENSOCUG00000006225	PROSER2	ENSOCUT00000006225
ENSOCUG00000017649	ZBTB11	ENSOCUT00000017651
ENSOCUG00000012472	NAN	ENSOCUT00000012470
ENSOCUG00000008443	DCLK2	ENSOCUT00000008445
ENSOCUG00000027002	NAN	ENSOCUT00000027643
ENSOCUG00000015202	NAN	ENSOCUT00000015198
ENSOCUG00000013008	DPH1	ENSOCUT00000013008
ENSOCUG00000000310	IGDCC3	ENSOCUT00000000311
ENSOCUG00000012288	TOP3B	ENSOCUT00000012298
ENSOCUG00000000073	INPP5K	ENSOCUT00000033809,ENSOCUT00000000073
ENSOCUG00000000213	NTM	ENSOCUT00000032177
ENSOCUG00000002860	PIWIL4	ENSOCUT00000002861
ENSOCUG00000011556	KCTD18	ENSOCUT00000011557
ENSOCUG00000016910	NAN	ENSOCUT00000016907
ENSOCUG00000012513	USP37	ENSOCUT00000012517
ENSOCUG00000015300	ACAP1	ENSOCUT00000015306
ENSOCUG00000012414	NAN	ENSOCUT00000012416
ENSOCUG00000011537	NAN	ENSOCUT00000011533
ENSOCUG00000021261	NAN	ENSOCUT00000027342
ENSOCUG00000006751	NAN	ENSOCUT00000006749
ENSOCUG00000010701	HEMGN	ENSOCUT00000010698
ENSOCUG00000029719	NAN	ENSOCUT00000033402
ENSOCUG00000012320	TBX15	ENSOCUT00000012319
ENSOCUG00000010785	NAN	ENSOCUT00000010784
ENSOCUG00000023480	NAN	ENSOCUT00000015912
ENSOCUG00000029354	MEF2C	ENSOCUT00000033237
ENSOCUG00000004450	CCNF	ENSOCUT00000004448
ENSOCUG00000025034	NAN	ENSOCUT00000028522
ENSOCUG00000021445	NAN	ENSOCUT00000028788
ENSOCUG00000006194	KYNU	ENSOCUT00000006194
ENSOCUG00000025428	KLK14	ENSOCUT00000021116
ENSOCUG00000017317	CDC42BPA	ENSOCUT00000021074
ENSOCUG00000001818	KPNA4	ENSOCUT00000001818
ENSOCUG00000005418	SLC35D3	ENSOCUT00000005417
ENSOCUG00000013307	RAB5C	ENSOCUT00000013300
ENSOCUG00000008858	CORIN	ENSOCUT00000008863
ENSOCUG00000006223	EPCAM	ENSOCUT00000006222
ENSOCUG00000014008	CHAF1B	ENSOCUT00000014011
ENSOCUG00000007517	C1orf158	ENSOCUT00000007515
ENSOCUG00000007996	NAN	ENSOCUT00000007994
ENSOCUG00000023994	CPNE1	ENSOCUT00000028396
ENSOCUG00000024093	RBMXL1	ENSOCUT00000022007
ENSOCUG00000025218	NAN	ENSOCUT00000021324
ENSOCUG00000012643	OSMR	ENSOCUT00000012653
ENSOCUG00000026058	FTCD	ENSOCUT00000022864
ENSOCUG00000011182	NAN	ENSOCUT00000011179
ENSOCUG00000001678	ACIN1	ENSOCUT00000001682
ENSOCUG00000027086	C12orf42	ENSOCUT00000029477
ENSOCUG00000002847	NAN	ENSOCUT00000002844
ENSOCUG00000005270	PGK2	ENSOCUT00000005267
ENSOCUG00000011070	SCN8A	ENSOCUT00000021177
ENSOCUG00000008519	GPR65	ENSOCUT00000008516
ENSOCUG00000010570	FXYD5	ENSOCUT00000010570
ENSOCUG00000029138	NAN	ENSOCUT00000034059
ENSOCUG00000026188	NAPRT	ENSOCUT00000021211
ENSOCUG00000004656	DOK1	ENSOCUT00000004654
ENSOCUG00000007010	DDX1	ENSOCUT00000007013
ENSOCUG00000012407	MID2	ENSOCUT00000012409
ENSOCUG00000007837	LRRC39	ENSOCUT00000025774
ENSOCUG00000010912	KRTDAP	ENSOCUT00000010911
ENSOCUG00000008064	TRDN	ENSOCUT00000029612
ENSOCUG00000002240	MLH1	ENSOCUT00000002240
ENSOCUG00000015195	COASY	ENSOCUT00000015199
ENSOCUG00000024357	NAN	ENSOCUT00000022765
ENSOCUG00000015400	PTPN14	ENSOCUT00000015408
ENSOCUG00000011801	RNF165	ENSOCUT00000011800
ENSOCUG00000027255	GEN1	ENSOCUT00000030776
ENSOCUG00000023991	ORYCUNV1R1525	ENSOCUT00000027541
ENSOCUG00000026873	NAN	ENSOCUT00000032009
ENSOCUG00000015293	PORCN	ENSOCUT00000015298
ENSOCUG00000010041	FAM189B	ENSOCUT00000010038
ENSOCUG00000022127	KBTBD13	ENSOCUT00000024891
ENSOCUG00000003918	CORO2A	ENSOCUT00000003918
ENSOCUG00000024263	NAN	ENSOCUT00000021554
ENSOCUG00000029408	NAN	ENSOCUT00000033769
ENSOCUG00000023854	NAN	ENSOCUT00000029058
ENSOCUG00000023840	NAN	ENSOCUT00000025078
ENSOCUG00000026649	NAN	ENSOCUT00000025146
ENSOCUG00000011477	OR11H6	ENSOCUT00000011473
ENSOCUG00000006438	SHC4	ENSOCUT00000006439
ENSOCUG00000004992	TDGF1	ENSOCUT00000004991
ENSOCUG00000012932	SECISBP2	ENSOCUT00000012938
ENSOCUG00000023881	SEC24C	ENSOCUT00000027861
ENSOCUG00000011022	OR4D1	ENSOCUT00000011019
ENSOCUG00000000865	ARSE	ENSOCUT00000000866
ENSOCUG00000005096	HUNK	ENSOCUT00000005095
ENSOCUG00000002166	TIMM50	ENSOCUT00000002165
ENSOCUG00000002205	GEMIN4	ENSOCUT00000002204
ENSOCUG00000013264	NAN	ENSOCUT00000013266
ENSOCUG00000024791	SLC25A1	ENSOCUT00000030968
ENSOCUG00000007093	NAN	ENSOCUT00000021621,ENSOCUT00000007096
ENSOCUG00000012325	CDK5RAP3	ENSOCUT00000012328
ENSOCUG00000012188	NAN	ENSOCUT00000012192,ENSOCUT00000011688
ENSOCUG00000026614	NAN	ENSOCUT00000028224
ENSOCUG00000000239	ATP6V1G3	ENSOCUT00000000239
ENSOCUG00000009077	MS4A2	ENSOCUT00000009076
ENSOCUG00000004823	FAM43A	ENSOCUT00000004823
ENSOCUG00000010376	MGST3	ENSOCUT00000010374
ENSOCUG00000010297	SIPA1L2	ENSOCUT00000010304
ENSOCUG00000006443	SECISBP2L	ENSOCUT00000030379
ENSOCUG00000008547	NAN	ENSOCUT00000008544
ENSOCUG00000009892	NAN	ENSOCUT00000009891
ENSOCUG00000006537	POP5	ENSOCUT00000006534
ENSOCUG00000026260	NAN	ENSOCUT00000031669
ENSOCUG00000010702	NUMB	ENSOCUT00000010703
ENSOCUG00000010769	KCNH7	ENSOCUT00000010772
ENSOCUG00000006728	MYOM3	ENSOCUT00000006732
ENSOCUG00000010807	NAN	ENSOCUT00000010812
ENSOCUG00000016944	BVES	ENSOCUT00000016942
ENSOCUG00000008929	SNX14	ENSOCUT00000008943,ENSOCUT00000030045
ENSOCUG00000008031	ETV4	ENSOCUT00000008032
ENSOCUG00000013591	NAN	ENSOCUT00000013589
ENSOCUG00000028220	MIOX	ENSOCUT00000021512
ENSOCUG00000001849	SMPX	ENSOCUT00000001849
ENSOCUG00000029358	CRISPLD2	ENSOCUT00000033880
ENSOCUG00000026390	TRIM77	ENSOCUT00000031069
ENSOCUG00000024880	NAN	ENSOCUT00000027859
ENSOCUG00000009231	OXCT1	ENSOCUT00000009234
ENSOCUG00000016989	CAD	ENSOCUT00000017008
ENSOCUG00000011898	NAN	ENSOCUT00000011898
ENSOCUG00000000354	RPP40	ENSOCUT00000000354
ENSOCUG00000002059	VPS8	ENSOCUT00000002064
ENSOCUG00000010276	NAN	ENSOCUT00000010274
