human,rhesus,rat,mouse
ENSG00000213160,ENSMMUG00000020585,ENSRNOG00000007981,ENSMUSG00000042155
ENSG00000113851,ENSMMUG00000017986,ENSRNOG00000006534,ENSMUSG00000005362
ENSG00000163975,ENSMMUG00000016584,ENSRNOG00000001739,ENSMUSG00000022780
ENSG00000162639,ENSMMUG00000009431,ENSRNOG00000042814,ENSMUSG00000045662
ENSG00000100842,ENSMMUG00000014750,ENSRNOG00000042029,ENSMUSG00000022203
ENSG00000068650,ENSMMUG00000013625,ENSRNOG00000017154,ENSMUSG00000031441
ENSG00000163900,ENSMMUG00000023815,ENSRNOG00000046283,ENSMUSG00000022856
ENSG00000170291,ENSMMUG00000010549,ENSRNOG00000027628,ENSMUSG00000018565
ENSG00000197381,ENSMMUG00000010695,ENSRNOG00000001227,ENSMUSG00000020262
ENSG00000104812,ENSMMUG00000003911,ENSRNOG00000020812,ENSMUSG00000003865
ENSG00000171311,ENSMMUG00000020028,ENSRNOG00000048708,ENSMUSG00000034321
ENSG00000178385,ENSMMUG00000008113,ENSRNOG00000023760,ENSMUSG00000051344
ENSG00000148090,ENSMMUG00000015798,ENSRNOG00000011684,ENSMUSG00000021460
ENSG00000101187,ENSMMUG00000016848,ENSRNOG00000053430,ENSMUSG00000038963
ENSG00000168228,ENSMMUG00000015410,ENSRNOG00000029064,ENSMUSG00000029179
ENSG00000138617,ENSMMUG00000005749,ENSRNOG00000029127,ENSMUSG00000032392
ENSG00000135077,ENSMMUG00000005564,ENSRNOG00000031443,ENSMUSG00000020399
ENSG00000197150,ENSMMUG00000020442,ENSRNOG00000008557,ENSMUSG00000028973
ENSG00000163138,ENSMMUG00000017670,ENSRNOG00000004140,ENSMUSG00000029089
ENSG00000120699,ENSMMUG00000003588,ENSRNOG00000051623,ENSMUSG00000027752
ENSG00000183011,ENSMMUG00000008178,ENSRNOG00000009823,ENSMUSG00000059278
ENSG00000130751,ENSMMUG00000011330,ENSRNOG00000015376,ENSMUSG00000001988
ENSG00000143228,ENSMMUG00000001152,ENSRNOG00000002711,ENSMUSG00000026683
ENSG00000123473,ENSMMUG00000020389,ENSRNOG00000057760,ENSMUSG00000028718
ENSG00000222011,ENSMMUG00000007977,ENSRNOG00000048371,ENSMUSG00000047221
ENSG00000151748,ENSMMUG00000029358,ENSRNOG00000005264,ENSMUSG00000021067
ENSG00000085871,ENSMMUG00000021999,ENSRNOG00000061857,ENSMUSG00000074604
ENSG00000107317,ENSMMUG00000021429,ENSRNOG00000015550,ENSMUSG00000015090
ENSG00000170633,ENSMMUG00000021563,ENSRNOG00000001331,ENSMUSG00000029474
ENSG00000106565,ENSMMUG00000008596,ENSRNOG00000008465,ENSMUSG00000029810
ENSG00000197892,ENSMMUG00000023565,ENSRNOG00000013089,ENSMUSG00000060012
ENSG00000169925,ENSMMUG00000005463,ENSRNOG00000007681,ENSMUSG00000026918
ENSG00000138802,ENSMMUG00000023240,ENSRNOG00000023373,ENSMUSG00000001052
ENSG00000068885,ENSMMUG00000017282,ENSRNOG00000009808,ENSMUSG00000027778
ENSG00000072864,ENSMMUG00000010366,ENSRNOG00000058007,ENSMUSG00000022678
ENSG00000146122,ENSMMUG00000019072,ENSRNOG00000053945,ENSMUSG00000040260
ENSG00000135424,ENSMMUG00000013226,ENSRNOG00000007905,ENSMUSG00000025348
ENSG00000123983,ENSMMUG00000005393,ENSRNOG00000014718,ENSMUSG00000032883
ENSG00000145476,ENSMMUG00000011632,ENSRNOG00000042426,ENSMUSG00000079057
ENSG00000170604,ENSMMUG00000019680,ENSRNOG00000014252,ENSMUSG00000044030
ENSG00000133812,ENSMMUG00000009205,ENSRNOG00000009812,ENSMUSG00000038371
ENSG00000105088,ENSMMUG00000016596,ENSRNOG00000020519,ENSMUSG00000032172
ENSG00000103254,ENSMMUG00000011521,ENSRNOG00000019684,ENSMUSG00000057411
ENSG00000100258,ENSMMUG00000030970,ENSRNOG00000030633,ENSMUSG00000022614
ENSG00000215305,ENSMMUG00000005204,ENSRNOG00000021222,ENSMUSG00000027411
ENSG00000241973,ENSMMUG00000022167,ENSRNOG00000060045,ENSMUSG00000041720
ENSG00000134313,ENSMMUG00000021036,ENSRNOG00000023176,ENSMUSG00000036333
ENSG00000164306,ENSMMUG00000012175,ENSRNOG00000022320,ENSMUSG00000038225
ENSG00000131759,ENSMMUG00000012486,ENSRNOG00000009972,ENSMUSG00000037992
ENSG00000112365,ENSMMUG00000003678,ENSRNOG00000000308,ENSMUSG00000019826
ENSG00000117174,ENSMMUG00000013203,ENSRNOG00000030049,ENSMUSG00000074182
ENSG00000143569,ENSMMUG00000010810,ENSRNOG00000017990,ENSMUSG00000042520
ENSG00000070731,ENSMMUG00000022273,ENSRNOG00000012083,ENSMUSG00000057286
ENSG00000161013,ENSMMUG00000012374,ENSRNOG00000003235,ENSMUSG00000036620
ENSG00000105671,ENSMMUG00000023293,ENSRNOG00000022368,ENSMUSG00000057788
ENSG00000126243,ENSMMUG00000007793,ENSRNOG00000020839,ENSMUSG00000036957
ENSG00000183655,ENSMMUG00000011258,ENSRNOG00000010959,ENSMUSG00000055652
ENSG00000127863,ENSMMUG00000004237,ENSRNOG00000014265,ENSMUSG00000060548
ENSG00000173276,ENSMMUG00000018053,ENSRNOG00000001623,ENSMUSG00000046962
ENSG00000165113,ENSMMUG00000005024,ENSRNOG00000019272,ENSMUSG00000021552
ENSG00000112118,ENSMMUG00000021149,ENSRNOG00000012543,ENSMUSG00000041859
ENSG00000151470,ENSMMUG00000002148,ENSRNOG00000038330,ENSMUSG00000025766
ENSG00000179965,ENSMMUG00000008364,ENSRNOG00000043225,ENSMUSG00000054716
ENSG00000196814,ENSMMUG00000000871,ENSRNOG00000017172,ENSMUSG00000038740
ENSG00000075234,ENSMMUG00000016262,ENSRNOG00000015916,ENSMUSG00000035944
ENSG00000112578,ENSMMUG00000004416,ENSRNOG00000049121,ENSMUSG00000023988
ENSG00000116977,ENSMMUG00000015132,ENSRNOG00000018046,ENSMUSG00000057554
ENSG00000166946,ENSMMUG00000022253,ENSRNOG00000011379,ENSMUSG00000023572
ENSG00000162604,ENSMMUG00000010931,ENSRNOG00000007527,ENSMUSG00000028563
ENSG00000106245,ENSMMUG00000000427,ENSRNOG00000000989,ENSMUSG00000038722
ENSG00000156970,ENSMMUG00000016686,ENSRNOG00000007906,ENSMUSG00000040084
ENSG00000196998,ENSMMUG00000010620,ENSRNOG00000009749,ENSMUSG00000039382
ENSG00000088387,ENSMMUG00000018657,ENSRNOG00000011969,ENSMUSG00000025558
ENSG00000138670,ENSMMUG00000021074,ENSRNOG00000002345,ENSMUSG00000029333
ENSG00000178031,ENSMMUG00000012131,ENSRNOG00000006956,ENSMUSG00000066113
ENSG00000143147,ENSMMUG00000010395,ENSRNOG00000003073,ENSMUSG00000040836
ENSG00000234616,ENSMMUG00000022452,ENSRNOG00000027238,ENSMUSG00000046380
ENSG00000197208,ENSMMUG00000009301,ENSRNOG00000046195,ENSMUSG00000020334
ENSG00000158850,ENSMMUG00000022629,ENSRNOG00000003551,ENSMUSG00000052423
ENSG00000082438,ENSMMUG00000009400,ENSRNOG00000027016,ENSMUSG00000034903
ENSG00000145191,ENSMMUG00000006562,ENSRNOG00000038160,ENSMUSG00000003235
ENSG00000112658,ENSMMUG00000000033,ENSRNOG00000018232,ENSMUSG00000015605
ENSG00000139410,ENSMMUG00000020665,ENSRNOG00000001391,ENSMUSG00000029596
ENSG00000173581,ENSMMUG00000004808,ENSRNOG00000015997,ENSMUSG00000035228
ENSG00000072310,ENSMMUG00000023375,ENSRNOG00000003463,ENSMUSG00000020538
ENSG00000156076,ENSMMUG00000016887,ENSRNOG00000004476,ENSMUSG00000020218
ENSG00000165733,ENSMMUG00000007426,ENSRNOG00000006576,ENSMUSG00000030138
ENSG00000204843,ENSMMUG00000015610,ENSRNOG00000010048,ENSMUSG00000031865
ENSG00000126562,ENSMMUG00000016616,ENSRNOG00000020441,ENSMUSG00000035112
ENSG00000071889,ENSMMUG00000009012,ENSRNOG00000060623,ENSMUSG00000031399
ENSG00000084774,ENSMMUG00000010269,ENSRNOG00000026474,ENSMUSG00000013629
ENSG00000160214,ENSMMUG00000012304,ENSRNOG00000001203,ENSMUSG00000061032
ENSG00000143476,ENSMMUG00000010176,ENSRNOG00000004195,ENSMUSG00000037474
ENSG00000142731,ENSMMUG00000003320,ENSRNOG00000011654,ENSMUSG00000025758
ENSG00000055130,ENSMMUG00000017541,ENSRNOG00000005310,ENSMUSG00000029686
ENSG00000163513,ENSMMUG00000010031,ENSRNOG00000013265,ENSMUSG00000032440
ENSG00000173540,ENSMMUG00000014584,ENSRNOG00000037229,ENSMUSG00000070284
ENSG00000128965,ENSMMUG00000014542,ENSRNOG00000014387,ENSMUSG00000027313
ENSG00000149503,ENSMMUG00000004420,ENSRNOG00000032929,ENSMUSG00000024660
ENSG00000163349,ENSMMUG00000021535,ENSRNOG00000019333,ENSMUSG00000008730
ENSG00000099250,ENSMMUG00000017588,ENSRNOG00000010744,ENSMUSG00000025810
ENSG00000101460,ENSMMUG00000017681,ENSRNOG00000025443,ENSMUSG00000027602
ENSG00000173275,ENSMMUG00000008108,ENSRNOG00000050562,ENSMUSG00000073176
ENSG00000122481,ENSMMUG00000004759,ENSRNOG00000029893,ENSMUSG00000028133
ENSG00000138668,ENSMMUG00000014030,ENSRNOG00000002292,ENSMUSG00000000568
ENSG00000088256,ENSMMUG00000002961,ENSRNOG00000005446,ENSMUSG00000034781
ENSG00000198690,ENSMMUG00000009426,ENSRNOG00000023985,ENSMUSG00000033458
ENSG00000170448,ENSMMUG00000021780,ENSRNOG00000058588,ENSMUSG00000072889
ENSG00000123453,ENSMMUG00000017210,ENSRNOG00000006916,ENSMUSG00000009614
ENSG00000131653,ENSMMUG00000019223,ENSRNOG00000003131,ENSMUSG00000052752
ENSG00000091844,ENSMMUG00000019078,ENSRNOG00000018690,ENSMUSG00000019775
ENSG00000168259,ENSMMUG00000016118,ENSRNOG00000017781,ENSMUSG00000014195
ENSG00000204262,ENSMMUG00000021290,ENSRNOG00000003736,ENSMUSG00000026042
ENSG00000133997,ENSMMUG00000005781,ENSRNOG00000006976,ENSMUSG00000002679
ENSG00000081026,ENSMMUG00000017817,ENSRNOG00000019885,ENSMUSG00000052539
ENSG00000142634,ENSMMUG00000005951,ENSRNOG00000013783,ENSMUSG00000040659
ENSG00000166192,ENSMMUG00000000490,ENSRNOG00000011595,ENSMUSG00000051705
ENSG00000178222,ENSMMUG00000015507,ENSRNOG00000059010,ENSMUSG00000055385
ENSG00000132792,ENSMMUG00000017224,ENSRNOG00000012021,ENSMUSG00000027649
ENSG00000119685,ENSMMUG00000029261,ENSRNOG00000009318,ENSMUSG00000012609
ENSG00000138162,ENSMMUG00000013033,ENSRNOG00000020457,ENSMUSG00000030852
ENSG00000111707,ENSMMUG00000020629,ENSRNOG00000001139,ENSMUSG00000066900
ENSG00000167925,ENSMMUG00000006407,ENSRNOG00000018906,ENSMUSG00000017747
ENSG00000006638,ENSMMUG00000011403,ENSRNOG00000020585,ENSMUSG00000034881
ENSG00000163521,ENSMMUG00000019624,ENSRNOG00000019243,ENSMUSG00000026200
ENSG00000204634,ENSMMUG00000009874,ENSRNOG00000013583,ENSMUSG00000003134
ENSG00000089327,ENSMMUG00000023207,ENSRNOG00000021062,ENSMUSG00000009687
ENSG00000162522,ENSMMUG00000019743,ENSRNOG00000008113,ENSMUSG00000050390
ENSG00000101574,ENSMMUG00000018950,ENSRNOG00000026280,ENSMUSG00000055660
ENSG00000214113,ENSMMUG00000005467,ENSRNOG00000047970,ENSMUSG00000046573
ENSG00000118900,ENSMMUG00000009569,ENSRNOG00000003019,ENSMUSG00000039473
ENSG00000166326,ENSMMUG00000004332,ENSRNOG00000005191,ENSMUSG00000027189
ENSG00000120333,ENSMMUG00000001573,ENSRNOG00000002569,ENSMUSG00000058267
ENSG00000177182,ENSMMUG00000008774,ENSRNOG00000006919,ENSMUSG00000041216
ENSG00000163171,ENSMMUG00000007906,ENSRNOG00000032136,ENSMUSG00000036533
ENSG00000138640,ENSMMUG00000010141,ENSRNOG00000007947,ENSMUSG00000037709
ENSG00000138443,ENSMMUG00000000312,ENSRNOG00000017707,ENSMUSG00000026782
ENSG00000151952,ENSMMUG00000012569,ENSRNOG00000008447,ENSMUSG00000034310
ENSG00000139168,ENSMMUG00000017319,ENSRNOG00000004996,ENSMUSG00000022635
ENSG00000112679,ENSMMUG00000018514,ENSRNOG00000056376,ENSMUSG00000069255
ENSG00000164054,ENSMMUG00000010062,ENSRNOG00000020667,ENSMUSG00000025647
ENSG00000113460,ENSMMUG00000000442,ENSRNOG00000018021,ENSMUSG00000022247
ENSG00000066248,ENSMMUG00000012216,ENSRNOG00000016653,ENSMUSG00000026259
ENSG00000164405,ENSMMUG00000015635,ENSRNOG00000048174,ENSMUSG00000044894
ENSG00000163930,ENSMMUG00000016982,ENSRNOG00000019097,ENSMUSG00000021901
ENSG00000136928,ENSMMUG00000009832,ENSRNOG00000008431,ENSMUSG00000039809
ENSG00000023041,ENSMMUG00000001157,ENSRNOG00000036576,ENSMUSG00000024982
ENSG00000100479,ENSMMUG00000003913,ENSRNOG00000004242,ENSMUSG00000020974
ENSG00000077235,ENSMMUG00000008254,ENSRNOG00000016218,ENSMUSG00000032777
ENSG00000153827,ENSMMUG00000015842,ENSRNOG00000016963,ENSMUSG00000026219
ENSG00000196839,ENSMMUG00000010603,ENSRNOG00000010265,ENSMUSG00000017697
ENSG00000173406,ENSMMUG00000022995,ENSRNOG00000007410,ENSMUSG00000028519
ENSG00000142453,ENSMMUG00000004401,ENSRNOG00000031129,ENSMUSG00000032185
ENSG00000137310,ENSMMUG00000015682,ENSRNOG00000058288,ENSMUSG00000050410
ENSG00000134283,ENSMMUG00000021735,ENSRNOG00000022778,ENSMUSG00000036167
ENSG00000180611,ENSMMUG00000010910,ENSRNOG00000024040,ENSMUSG00000051065
ENSG00000165661,ENSMMUG00000004885,ENSRNOG00000018574,ENSMUSG00000036327
ENSG00000138738,ENSMMUG00000003249,ENSRNOG00000023679,ENSMUSG00000029913
ENSG00000095794,ENSMMUG00000022508,ENSRNOG00000014900,ENSMUSG00000063889
ENSG00000198793,ENSMMUG00000019325,ENSRNOG00000009615,ENSMUSG00000028991
ENSG00000149571,ENSMMUG00000006931,ENSRNOG00000009772,ENSMUSG00000032036
ENSG00000087088,ENSMMUG00000003907,ENSRNOG00000020876,ENSMUSG00000003873
ENSG00000198055,ENSMMUG00000019817,ENSRNOG00000014615,ENSMUSG00000074886
ENSG00000108106,ENSMMUG00000016507,ENSRNOG00000016930,ENSMUSG00000060860
ENSG00000007923,ENSMMUG00000004686,ENSRNOG00000008802,ENSMUSG00000039768
ENSG00000130713,ENSMMUG00000012498,ENSRNOG00000009245,ENSMUSG00000039356
ENSG00000182585,ENSMMUG00000002312,ENSRNOG00000002782,ENSMUSG00000035020
ENSG00000172339,ENSMMUG00000023641,ENSRNOG00000011528,ENSMUSG00000039887
ENSG00000164684,ENSMMUG00000009969,ENSRNOG00000054426,ENSMUSG00000040209
ENSG00000092208,ENSMMUG00000001073,ENSRNOG00000004360,ENSMUSG00000060121
ENSG00000124191,ENSMMUG00000002810,ENSRNOG00000008146,ENSMUSG00000074607
ENSG00000148396,ENSMMUG00000003106,ENSRNOG00000019122,ENSMUSG00000026924
ENSG00000139350,ENSMMUG00000004093,ENSRNOG00000004011,ENSMUSG00000019988
ENSG00000132604,ENSMMUG00000016633,ENSRNOG00000020435,ENSMUSG00000031921
ENSG00000178694,ENSMMUG00000020337,ENSRNOG00000054275,ENSMUSG00000050312
ENSG00000176410,ENSMMUG00000011368,ENSRNOG00000031721,ENSMUSG00000061118
ENSG00000125675,ENSMMUG00000009054,ENSRNOG00000007682,ENSMUSG00000001986
ENSG00000176102,ENSMMUG00000002542,ENSRNOG00000012089,ENSMUSG00000027176
ENSG00000163697,ENSMMUG00000012563,ENSRNOG00000025509,ENSMUSG00000029207
ENSG00000128408,ENSMMUG00000023007,ENSRNOG00000033502,ENSMUSG00000022431
ENSG00000138030,ENSMMUG00000016047,ENSRNOG00000008047,ENSMUSG00000029162
ENSG00000144591,ENSMMUG00000017938,ENSRNOG00000019946,ENSMUSG00000033021
ENSG00000106144,ENSMMUG00000012630,ENSRNOG00000016707,ENSMUSG00000029863
ENSG00000134330,ENSMMUG00000018045,ENSRNOG00000060853,ENSMUSG00000062054
ENSG00000166451,ENSMMUG00000013082,ENSRNOG00000011296,ENSMUSG00000031756
ENSG00000177363,ENSMMUG00000031129,ENSRNOG00000026302,ENSMUSG00000071656
ENSG00000169682,ENSMMUG00000006922,ENSRNOG00000017621,ENSMUSG00000030741
ENSG00000132376,ENSMMUG00000002373,ENSRNOG00000056954,ENSMUSG00000006127
ENSG00000100324,ENSMMUG00000012103,ENSRNOG00000017285,ENSMUSG00000022414
ENSG00000142627,ENSMMUG00000018245,ENSRNOG00000009222,ENSMUSG00000006445
ENSG00000139436,ENSMMUG00000010484,ENSRNOG00000001190,ENSMUSG00000041890
ENSG00000166340,ENSMMUG00000007745,ENSRNOG00000019212,ENSMUSG00000030894
ENSG00000102225,ENSMMUG00000014002,ENSRNOG00000008578,ENSMUSG00000031065
ENSG00000102595,ENSMMUG00000005842,ENSRNOG00000058057,ENSMUSG00000042104
ENSG00000009830,ENSMMUG00000001095,ENSRNOG00000012146,ENSMUSG00000034126
ENSG00000135211,ENSMMUG00000009007,ENSRNOG00000013510,ENSMUSG00000045435
ENSG00000011638,ENSMMUG00000016758,ENSRNOG00000048250,ENSMUSG00000030917
ENSG00000030110,ENSMMUG00000009104,ENSRNOG00000000485,ENSMUSG00000057789
ENSG00000118689,ENSMMUG00000020369,ENSRNOG00000000299,ENSMUSG00000048756
ENSG00000165671,ENSMMUG00000009041,ENSRNOG00000016680,ENSMUSG00000021488
ENSG00000147804,ENSMMUG00000003154,ENSRNOG00000014314,ENSMUSG00000063354
ENSG00000196781,ENSMMUG00000003718,ENSRNOG00000005882,ENSMUSG00000008305
ENSG00000177076,ENSMMUG00000017774,ENSRNOG00000007637,ENSMUSG00000038007
ENSG00000165861,ENSMMUG00000005140,ENSRNOG00000008614,ENSMUSG00000042628
ENSG00000119509,ENSMMUG00000001524,ENSRNOG00000008632,ENSMUSG00000028344
ENSG00000198331,ENSMMUG00000007622,ENSRNOG00000012980,ENSMUSG00000050555
ENSG00000174640,ENSMMUG00000012605,ENSRNOG00000009005,ENSMUSG00000032548
ENSG00000081721,ENSMMUG00000004047,ENSRNOG00000003100,ENSMUSG00000026659
ENSG00000184497,ENSMMUG00000007432,ENSRNOG00000026336,ENSMUSG00000038457
ENSG00000152990,ENSMMUG00000019963,ENSRNOG00000004279,ENSMUSG00000029090
ENSG00000013810,ENSMMUG00000011191,ENSRNOG00000017259,ENSMUSG00000037313
ENSG00000198467,ENSMMUG00000007075,ENSRNOG00000016731,ENSMUSG00000028464
ENSG00000173960,ENSMMUG00000006487,ENSRNOG00000004950,ENSMUSG00000020634
ENSG00000099341,ENSMMUG00000031219,ENSRNOG00000037580,ENSMUSG00000030591
ENSG00000114861,ENSMMUG00000002889,ENSRNOG00000009184,ENSMUSG00000030067
ENSG00000213699,ENSMMUG00000030899,ENSRNOG00000009459,ENSMUSG00000029175
ENSG00000109917,ENSMMUG00000020287,ENSRNOG00000018481,ENSMUSG00000032078
ENSG00000161860,ENSMMUG00000020225,ENSRNOG00000003279,ENSMUSG00000003824
ENSG00000123572,ENSMMUG00000011601,ENSRNOG00000008880,ENSMUSG00000052854
ENSG00000119514,ENSMMUG00000019561,ENSRNOG00000008099,ENSMUSG00000039774
ENSG00000175115,ENSMMUG00000022518,ENSRNOG00000020350,ENSMUSG00000024855
ENSG00000140416,ENSMMUG00000001587,ENSRNOG00000018184,ENSMUSG00000032366
ENSG00000115041,ENSMMUG00000000199,ENSRNOG00000014152,ENSMUSG00000079056
ENSG00000186193,ENSMMUG00000007112,ENSRNOG00000013069,ENSMUSG00000026955
ENSG00000110697,ENSMMUG00000011821,ENSRNOG00000018553,ENSMUSG00000024851
ENSG00000197555,ENSMMUG00000020067,ENSRNOG00000007646,ENSMUSG00000042700
ENSG00000103152,ENSMMUG00000000589,ENSRNOG00000020571,ENSMUSG00000020287
ENSG00000174165,ENSMMUG00000020727,ENSRNOG00000019825,ENSMUSG00000006463
ENSG00000129422,ENSMMUG00000001151,ENSRNOG00000010748,ENSMUSG00000045636
ENSG00000064042,ENSMMUG00000007805,ENSRNOG00000002318,ENSMUSG00000037736
ENSG00000240344,ENSMMUG00000006638,ENSRNOG00000013636,ENSMUSG00000026035
ENSG00000183475,ENSMMUG00000016504,ENSRNOG00000013795,ENSMUSG00000030509
ENSG00000111077,ENSMMUG00000000318,ENSRNOG00000010588,ENSMUSG00000037003
ENSG00000121989,ENSMMUG00000000042,ENSRNOG00000005334,ENSMUSG00000052155
ENSG00000107186,ENSMMUG00000019388,ENSRNOG00000007894,ENSMUSG00000028402
ENSG00000187840,ENSMMUG00000002342,ENSRNOG00000012582,ENSMUSG00000031490
ENSG00000130724,ENSMMUG00000022622,ENSRNOG00000043328,ENSMUSG00000033916
ENSG00000070495,ENSMMUG00000022411,ENSRNOG00000000250,ENSMUSG00000056962
ENSG00000076716,ENSMMUG00000003456,ENSRNOG00000002413,ENSMUSG00000031119
ENSG00000130640,ENSMMUG00000023034,ENSRNOG00000018137,ENSMUSG00000025474
ENSG00000163909,ENSMMUG00000018861,ENSRNOG00000015318,ENSMUSG00000032744
ENSG00000171603,ENSMMUG00000006225,ENSRNOG00000016398,ENSMUSG00000039953
ENSG00000162073,ENSMMUG00000004213,ENSRNOG00000003721,ENSMUSG00000023909
ENSG00000078804,ENSMMUG00000010714,ENSRNOG00000018225,ENSMUSG00000038375
ENSG00000103855,ENSMMUG00000005448,ENSRNOG00000033608,ENSMUSG00000035914
ENSG00000180198,ENSMMUG00000023637,ENSRNOG00000050106,ENSMUSG00000028896
ENSG00000121741,ENSMMUG00000030812,ENSRNOG00000008734,ENSMUSG00000021945
ENSG00000117308,ENSMMUG00000019549,ENSRNOG00000009712,ENSMUSG00000028671
ENSG00000138111,ENSMMUG00000011948,ENSRNOG00000019674,ENSMUSG00000025227
ENSG00000157617,ENSMMUG00000007030,ENSRNOG00000001621,ENSMUSG00000045975
ENSG00000143319,ENSMMUG00000000037,ENSRNOG00000011402,ENSMUSG00000048039
ENSG00000120451,ENSMMUG00000018119,ENSRNOG00000014719,ENSMUSG00000031993
ENSG00000075336,ENSMMUG00000023299,ENSRNOG00000015142,ENSMUSG00000024645
ENSG00000109472,ENSMMUG00000023400,ENSRNOG00000043387,ENSMUSG00000037852
ENSG00000140395,ENSMMUG00000014207,ENSRNOG00000012803,ENSMUSG00000061559
ENSG00000182492,ENSMMUG00000012743,ENSRNOG00000055962,ENSMUSG00000031375
ENSG00000157637,ENSMMUG00000003292,ENSRNOG00000004604,ENSMUSG00000061306
ENSG00000166435,ENSMMUG00000021039,ENSRNOG00000026503,ENSMUSG00000035211
ENSG00000132622,ENSMMUG00000022077,ENSRNOG00000021244,ENSMUSG00000074793
ENSG00000102935,ENSMMUG00000021261,ENSRNOG00000014658,ENSMUSG00000045333
ENSG00000133302,ENSMMUG00000001392,ENSRNOG00000040279,ENSMUSG00000021597
ENSG00000130635,ENSMMUG00000012147,ENSRNOG00000008749,ENSMUSG00000026837
ENSG00000197147,ENSMMUG00000017707,ENSRNOG00000002129,ENSMUSG00000070639
ENSG00000170242,ENSMMUG00000022860,ENSRNOG00000026754,ENSMUSG00000059263
ENSG00000169607,ENSMMUG00000019773,ENSRNOG00000026143,ENSMUSG00000048327
ENSG00000140632,ENSMMUG00000009567,ENSRNOG00000003065,ENSMUSG00000022536
ENSG00000127663,ENSMMUG00000012677,ENSRNOG00000049221,ENSMUSG00000024201
ENSG00000121281,ENSMMUG00000003118,ENSRNOG00000014776,ENSMUSG00000031659
ENSG00000154822,ENSMMUG00000023775,ENSRNOG00000013368,ENSMUSG00000038910
ENSG00000168397,ENSMMUG00000008047,ENSRNOG00000018403,ENSMUSG00000026280
ENSG00000151929,ENSMMUG00000000798,ENSRNOG00000020298,ENSMUSG00000030847
ENSG00000080561,ENSMMUG00000005632,ENSRNOG00000060542,ENSMUSG00000000266
ENSG00000116266,ENSMMUG00000010158,ENSRNOG00000020392,ENSMUSG00000027882
ENSG00000175832,ENSMMUG00000014633,ENSRNOG00000020792,ENSMUSG00000017724
ENSG00000157191,ENSMMUG00000019940,ENSRNOG00000008427,ENSMUSG00000028923
ENSG00000011007,ENSMMUG00000003173,ENSRNOG00000010902,ENSMUSG00000028668
ENSG00000141480,ENSMMUG00000017654,ENSRNOG00000019308,ENSMUSG00000060216
ENSG00000137274,ENSMMUG00000008483,ENSRNOG00000017577,ENSMUSG00000038286
ENSG00000011304,ENSMMUG00000016450,ENSRNOG00000010448,ENSMUSG00000006498
ENSG00000165156,ENSMMUG00000006050,ENSRNOG00000006412,ENSMUSG00000022361
ENSG00000146409,ENSMMUG00000013236,ENSRNOG00000016371,ENSMUSG00000037455
ENSG00000104450,ENSMMUG00000004386,ENSRNOG00000010078,ENSMUSG00000037617
ENSG00000134982,ENSMMUG00000000330,ENSRNOG00000020423,ENSMUSG00000005871
ENSG00000108298,ENSMMUG00000004235,ENSRNOG00000004741,ENSMUSG00000017404
ENSG00000102967,ENSMMUG00000023312,ENSRNOG00000015063,ENSMUSG00000031730
ENSG00000178460,ENSMMUG00000021155,ENSRNOG00000021702,ENSMUSG00000046101
ENSG00000172336,ENSMMUG00000008581,ENSRNOG00000025310,ENSMUSG00000029715
ENSG00000130513,ENSMMUG00000021180,ENSRNOG00000019661,ENSMUSG00000038508
ENSG00000130338,ENSMMUG00000019448,ENSRNOG00000018012,ENSMUSG00000034377
ENSG00000145088,ENSMMUG00000001048,ENSRNOG00000002350,ENSMUSG00000022838
ENSG00000162643,ENSMMUG00000008932,ENSRNOG00000014893,ENSMUSG00000043020
ENSG00000131067,ENSMMUG00000017931,ENSRNOG00000018441,ENSMUSG00000027603
ENSG00000115363,ENSMMUG00000006725,ENSRNOG00000007118,ENSMUSG00000035104
ENSG00000077152,ENSMMUG00000013795,ENSRNOG00000005038,ENSMUSG00000026429
ENSG00000074047,ENSMMUG00000001868,ENSRNOG00000007261,ENSMUSG00000048402
ENSG00000105722,ENSMMUG00000014599,ENSRNOG00000020426,ENSMUSG00000040857
ENSG00000269335,ENSMMUG00000017277,ENSRNOG00000060936,ENSMUSG00000004221
ENSG00000075218,ENSMMUG00000008136,ENSRNOG00000016148,ENSMUSG00000022385
ENSG00000105011,ENSMMUG00000014135,ENSRNOG00000005115,ENSMUSG00000005470
ENSG00000014138,ENSMMUG00000022031,ENSRNOG00000020906,ENSMUSG00000024833
ENSG00000023171,ENSMMUG00000015522,ENSRNOG00000053577,ENSMUSG00000040111
ENSG00000110619,ENSMMUG00000000511,ENSRNOG00000020651,ENSMUSG00000010755
ENSG00000178974,ENSMMUG00000023258,ENSRNOG00000011704,ENSMUSG00000037536
ENSG00000159082,ENSMMUG00000004624,ENSRNOG00000002051,ENSMUSG00000022973
ENSG00000185340,ENSMMUG00000021376,ENSRNOG00000009040,ENSMUSG00000034201
ENSG00000123064,ENSMMUG00000021795,ENSRNOG00000001377,ENSMUSG00000029599
ENSG00000179242,ENSMMUG00000012314,ENSRNOG00000052405,ENSMUSG00000000305
ENSG00000007341,ENSMMUG00000007766,ENSRNOG00000014002,ENSMUSG00000045576
ENSG00000125459,ENSMMUG00000009981,ENSRNOG00000020357,ENSMUSG00000068922
ENSG00000073792,ENSMMUG00000023416,ENSRNOG00000025946,ENSMUSG00000033581
